,csf,3rd_ventricle,inf_lat_vent,4th_ventricle,frontal,temporal,parietal,occipital,insula,thalamus,caudate,putamen,pallidum,hippocampus,amygdala,accumbens_area,ventraldc,cingulate,cerebellum,subject,brain_stem,parietal,lateral_ventricle,total_cerebral_white_matter
405,949.0809515117414,1117.4939429075725,1991.1148982745426,2124.1988914753215,182633.77066929592,120071.60286557814,112033.39827624758,55650.71815682165,12933.157339248906,17251.870118607178,8346.904573559172,11272.351424098977,4595.856765199069,8444.31656858242,3283.1958322625187,1394.9809287308465,10112.668483346828,22352.279858028785,133535.03817773532,OAS1_0314_MR1_mpr-3,24406.849753061433,112033.39827624758,13823.928293739686,511212.31888231734
412,1276.9889347590217,1388.8069290462743,2560.1518692026157,1879.2969039872899,126563.22053392338,80275.37289875548,83581.20672986144,31980.97536610165,11140.982430810578,11477.12241363729,6579.0826638766575,8413.789570142038,3517.807820276263,4583.508765829924,2328.626881031157,891.7999544382102,6464.863669712071,18157.73307232691,106296.72356933256,OAS1_0122_MR1_mpr-3,18804.974039259567,83581.20672986144,37405.86308894577,356394.4747919141
414,1169.9729402264365,900.0319540176398,1713.9709124337446,1730.434911592604,160717.78678897693,116173.7510647182,112289.96226313981,54479.03021668283,12703.690350972305,16368.645163730873,7067.857638905292,9753.204501711734,3984.973796408895,6927.913646054989,3170.005838045361,994.6999491810807,7720.24360557509,19321.532012868774,129796.68136872684,OAS1_0177_MR1_mpr-3,20084.020973913448,112289.96226313981,13163.996327455412,464626.0612623951
416,1210.103938176156,1183.0069395605335,1718.0869122234594,2994.732847000005,201998.86367993918,132311.90024022508,131972.67325755605,59694.68795021645,13527.233308897743,17716.635094862475,7774.0946028238595,13010.675335288535,4853.792752021198,7843.7235992665355,3767.1688075364855,1297.9119336900721,8915.255544522293,26786.240631499073,142706.51470916736,OAS1_0005_MR1_mpr-3,22135.846869086283,131972.67325755605,10875.157444391498,509640.3499626288
417,1159.3399407696734,1957.1579000093952,2533.0548705869933,2702.153861947777,143442.24967157887,97197.620034203,97011.02804373593,42571.78582502034,10803.81344803644,13336.525318640957,6070.413689864401,9613.946508826382,3831.6528042420177,6532.091666277413,3203.2768363455557,899.6889540351636,7970.633592782742,19283.80201479639,108906.26743601175,OAS1_0423_MR1_mpr-3,21256.051914034742,97011.02804373593,49284.638482062735,419630.63756119774
420,992.9849492686994,862.6449559277303,2266.543884202959,1972.2498992383496,160250.96381282675,117687.75298736832,107246.14752082678,56659.13810530178,12559.973358314763,17057.389128543153,7627.633610306508,10244.723476600178,4436.36177334762,7466.0806185602005,3444.748824008825,972.7479503026016,8569.854562168724,21968.46287763788,127763.72047259018,OAS1_0074_MR1_mpr-3,22019.22687504436,107246.14752082678,13017.53533493806,484361.9372540952
425,1129.8419422767172,1081.478944747568,2136.2038908619897,1712.9419124863161,156991.43497935508,109376.17741200421,111263.02031560597,51603.318363602084,11021.275436926373,14584.016254907023,6290.962678596621,9489.780515169985,3683.133811829808,6875.777648718601,3281.1378323676613,1080.7929447826155,7514.786616071826,19572.608000041382,128313.20644451711,OAS1_0034_MR1_mpr-3,19797.272988563316,111263.02031560597,10350.024471220382,459590.4785196615
431,803.3059589593416,669.8789657760864,2080.2948937183633,1289.3369341281661,154217.59412106976,99744.05190410657,97209.62503358968,48145.87854024164,9759.721501378783,14292.809269784699,7904.091596182352,10534.558461792596,4044.3127933772835,7301.440626971608,2977.239847893717,1089.024944362045,7231.811630528932,19276.256015181913,122798.45272626422,OAS1_0050_MR1_mpr-3,19617.540997745768,97209.62503358968,12290.032372105965,399973.65156546724
444,998.4729489883192,788.2139597303874,2138.9478907217995,1462.894925261141,190197.2632828794,107800.77849249085,120517.50284279726,41646.37187229947,9357.38252193416,14775.067245146285,7647.184609307653,8961.903542139062,3668.7278125658063,6096.13868855012,2422.265876247169,1156.9389408923396,7125.138635978823,23215.61081392147,128605.44242958687,OAS1_0099_MR1_mpr-3,17664.15609754361,120517.50284279726,14159.382276601445,426891.2611902547
446,1377.1449296420824,1910.5099023926273,2956.316848962667,1834.020906300427,157882.54893382837,101709.78480367787,94083.86619328376,41564.73787647012,10888.534443708071,13685.356300819287,6714.910656937247,9190.341530468233,4181.1697863853005,6012.103692843441,2711.4148614746355,857.8429561730629,8023.112590101606,21559.949898508683,127394.99549142824,OAS1_0060_MR1_mpr-3,23210.8088141668,94083.86619328376,33591.36028382757,424993.44228721363
449,766.6049608343845,784.4409599231487,1970.5348993259684,1733.8649114173663,205954.33947785513,137779.6629608787,136679.31901709497,73770.72123107618,14036.93128285743,17138.68012439002,7806.336601176626,11595.45740759159,4306.02178000665,7402.625621802097,3280.4518324027085,1280.418934583784,8729.69255400265,28786.273529317998,168815.33037527587,OAS1_0359_MR1_mpr-3,23234.475812957662,136679.31901709497,6829.472651084309,488037.18206632807
452,1039.9759468679435,831.7749575048691,1607.640917866112,1107.2039434332855,190710.39125666383,132236.0972440978,130457.98533494101,50740.33040769188,11916.505391189345,17247.068118852512,7489.061617386108,9338.860522880443,4256.286782547597,8544.129563483006,3118.898840656402,1098.6289438713798,8207.64658067382,24514.208747576493,134007.69215358756,OAS1_0009_MR1_mpr-3,19175.071020351425,130457.98533494101,19433.350007156027,451881.21091352566
459,868.8189556123025,652.3859666697984,1939.321900920631,1248.8629361959706,184278.79858525196,114298.22716053817,117598.91599190698,54450.90421811977,12190.219377205382,15142.077226395857,6925.169646195179,9078.52353618098,3822.0488047326835,6441.539670903687,3127.130840235832,976.177950127364,6961.527644337659,23117.169818950788,122483.9217423335,OAS1_0419_MR1_mpr-3,17922.77808433069,117598.91599190698,14981.896234579453,420040.8655402393
463,1359.6519305357942,1242.6889365113984,2754.632859266641,2186.9678882684725,127474.22848738024,82520.30778406245,81687.84682659262,33947.3942656379,11377.995418701657,7375.871623168951,6682.325658602004,8704.99655526436,3330.186829861763,4510.7927695449625,2293.297882836105,841.0359570317275,4492.613770473722,18588.541050317064,85345.25563973672,OAS1_0291_MR1_mpr-3,10347.966471325524,81687.84682659262,26285.803657066244,349764.97113061347
465,1062.9569456938514,1048.5509464298495,1977.394898975493,1504.3979231407654,174427.83908853447,124172.8536560465,114716.3441391767,54095.21323629193,11802.629397007237,16212.580171704187,6791.056653046971,11664.400404069314,4268.977781899217,6717.654656797056,3245.808834172609,1193.6399390172967,8214.506580323345,23371.675805948158,151422.83026385342,OAS1_0141_MR1_mpr-3,20694.21794273867,114716.3441391767,7875.622597636824,444063.8983129098
467,1298.2549336725483,2200.0018876025692,4317.683779410842,1131.5569421890982,136860.76600782486,82282.60879620642,87324.36553862458,40092.924951664594,10746.53245096291,12560.316358297237,8715.9725547036,9688.03450504125,4267.262781986836,5075.027740718369,1888.214903531672,761.8029610797173,7890.714596865779,19453.58700612213,114490.65015070734,OAS1_0166_MR1_mpr-3,19108.87202373351,87324.36553862458,52011.14534276632,390730.1450377151
469,1443.3439262599957,1772.9669094196572,2056.6278949275033,1763.3629099103225,157965.89792957008,105139.78462844022,108528.62445530543,43806.24276195231,10621.337457359085,11917.877391119251,7228.381630704171,8369.542572402603,3831.6528042420177,6303.996677930718,2389.6808779119274,885.625954753638,6677.1806588648615,22261.72786265506,115139.94911753485,OAS1_0146_MR1_mpr-3,18948.005031952158,108528.62445530543,42655.134820762076,383935.3153848609
471,715.8409634279018,757.6869612900025,1864.5479047408119,1760.6189100505128,165234.41055822396,105428.24761370274,113664.02019293961,54356.92222292129,10239.92147684551,15842.826190594806,7619.401610727077,11362.560419490226,4426.071773873333,6778.3656536953495,2618.4618662235757,1070.5029453083284,8307.459575574405,19403.16600869812,135331.67208594584,OAS1_0410_MR1_mpr-3,20383.802958597676,113664.02019293961,11073.754434245238,417240.61368330335
477,984.4099497067936,819.4269581357247,1523.2629221769582,1509.885922860385,157256.23096582678,102485.99376402161,97814.67700267775,44725.8257149711,11442.47941540719,15324.553217073215,7611.1696111476485,11941.201389927635,4548.865767599825,6934.430645722037,2947.741849400761,1180.2629397007236,8283.792576783544,19864.500985128656,138369.96593072033,OAS1_0437_MR1_mpr-3,19337.996012027637,97814.67700267775,6850.738649997836,430423.8180097774
479,903.1189538599259,765.2329609044796,2291.2398829412477,2420.207876352312,189813.10330250597,125304.41059823558,123791.78067551539,58033.53903508405,10988.690438591131,17160.975123250973,8492.336566129095,11705.56040196646,4652.451762307648,6858.62764959479,3133.64783990288,1183.0069395605335,8840.824548324948,20310.40096234776,152667.23420027722,OAS1_0126_MR1_mpr-3,20547.756950221315,123791.78067551539,16980.214132486,474554.8817551347
482,1384.6909292565595,1299.6269336024532,2004.8348975735917,2184.909888373615,189905.37029779208,125665.93257976553,134440.21513149008,60921.94188751643,14047.907282296668,16320.282166201723,8956.41554241944,12256.075373840818,4841.101752669577,7277.773628180748,3361.056828284624,1265.669935337306,8626.449559277302,25259.890709479827,138069.15494608865,OAS1_0091_MR1_mpr-3,20634.535945787804,134440.21513149008,22563.910847216626,493465.15678901447
484,1005.3329486378439,818.7409581707723,1792.8609084032787,2379.7338784201165,149592.58235736022,107606.6405024093,104950.10563813086,46099.540644788416,10010.111488586434,14747.28424656571,6406.553672691112,8716.658554668553,3728.0668095341953,6713.538657007342,2688.0908626662513,968.974950495363,7172.472633560544,19353.774011221543,125321.21759737692,OAS1_0224_MR1_mpr-3,18120.346074237004,104950.10563813086,18901.35703433539,392587.8329428064
487,865.7319557700164,1160.7119406995782,2502.1848721641322,911.3509534393556,127006.37651128267,82127.91580410964,71663.67233872466,39282.41599307326,8916.284544469721,12145.972379465948,7233.526630441314,8489.935566251761,4077.9267916599547,6714.224656972294,2658.5928641732953,850.2969565585859,6548.898665418749,16352.867164536967,105197.40862549623,OAS1_0453_MR1_mpr-3,18120.68907421948,71663.67233872466,25530.1746956711,358640.781677151
494,1188.151939297677,1091.0829442569027,1772.2809094547047,1287.9649341982613,163173.32366352426,107657.06149983332,111005.42732876631,54460.50821762912,12284.20137240387,13906.591289516458,7070.258638782626,9327.541523458727,3965.7657973902255,5910.9186980129525,3222.141835381749,1046.492946534992,7181.04763312245,20195.152968235743,137443.17997806953,OAS1_0262_MR1_mpr-3,19831.572986810937,111005.42732876631,32982.535314932255,436275.05471083947
497,973.7769502500303,826.6299577677256,1832.6489063705221,3089.0578421809696,171238.96825145296,106035.01458270318,112491.64625283584,49369.35947773437,10663.183455221184,15023.056232476603,7900.66159635759,10702.971453188427,4161.27578740168,5866.671700273519,3010.5108461939117,1197.069938842059,8104.403585948474,20352.24696020986,122249.99575428473,OAS1_0250_MR1_mpr-3,20796.774937499064,112491.64625283584,13393.120315749537,429822.88204047905
499,743.2809620260006,1181.6349396306287,1770.9089095247998,1759.589910103084,132079.34625210616,94398.39717721446,86826.3295640691,39115.03200162485,10281.08147474266,10723.208452154526,6961.870644320135,8464.210567566042,3532.213819540265,5767.544705337887,2496.01087247956,946.6799516344079,6207.613682854895,16320.625166184198,114510.54414969095,OAS1_0449_MR1_mpr-3,18307.624064669028,86826.3295640691,24656.896740286607,390372.39605599246
500,983.3809497593649,1049.9229463597544,1843.9679057922376,1844.310905774714,157892.1529333377,112610.3242467726,94501.6401719398,48403.47152708129,11409.551417089471,15419.907212201608,7555.603613986498,9717.532503534205,4059.061792623762,7382.388622835999,3076.709842811825,1017.6809480069884,8243.31857885135,20166.683969690217,139757.74385981914,OAS1_0357_MR1_mpr-3,22283.67986153354,94501.6401719398,20271.29896434547,428954.7490848317
501,1428.9379269959938,1975.3368990806357,2687.0618627188223,1809.6679075446143,153629.34915112305,96966.7810459965,89453.0234298721,40153.29294858042,12041.700384793172,13476.812311473737,7308.300626621132,8481.017566707378,3464.642822992447,5849.1787011672295,3024.916845457914,959.3709509860284,7199.22663219369,19583.926999463096,118757.22693272922,OAS1_0337_MR1_mpr-3,19389.44600939907,89453.0234298721,62060.35882935505,424191.50832818425
507,1062.2709457288988,946.3369516519315,1701.279913082124,1607.2979178836358,161646.6307415226,112444.65525523658,97538.21901680192,48188.06753808621,11904.157391820201,15683.674198725832,7631.063610131269,10573.660459794886,4364.6747770100865,6946.092645126229,3472.8748225718764,1084.9089445723303,8462.152567671186,21373.014908059136,130539.27633078786,OAS1_0174_MR1_mpr-3,19694.71599380292,97538.21901680192,8750.615552933701,425101.1442817112
508,1304.0859333746444,1252.292936020733,1662.5209150623095,2063.487894577028,120020.1528682067,91073.35534708983,85872.78961278517,32035.169363332894,9383.450520602353,13330.008318973909,7005.431642094618,9860.90649620927,3706.800810620668,6751.954655044679,2586.9058678357624,837.2629572244889,7277.087628215795,16439.30316012098,121522.14979147015,OAS1_0446_MR1_mpr-3,22829.735833635707,85872.78961278517,33636.63628151443,384213.83137063164
511,1149.3929412778625,894.2009543155439,1831.9629064055694,1745.183910839082,155724.39304408786,105145.61562814232,96671.115061102,47648.18556566861,11759.068399232754,15192.84122380234,7414.630621188766,9668.483506040104,4384.911775976185,6855.197649770027,3403.2458261292004,951.1389514065988,8060.842588173991,18369.707061497225,131085.33230289005,OAS1_0068_MR1_mpr-3,24072.424770147103,96671.115061102,11608.148406943212,439630.28053942206
514,935.7039521951683,836.9199572420126,1505.4269230881941,1333.2409318851244,149179.95337844134,99756.39990347571,95301.1731310919,47195.42558879999,9726.450503078588,14542.170257044923,7803.935601299292,9243.506527752048,4303.620780129317,7553.888614074116,3043.0958445291544,1041.6909467803248,7854.699598705774,19187.419019720568,130924.46531110868,OAS1_0071_MR1_mpr-3,20160.509970005645,95301.1731310919,23271.17681108262,432567.56790025387
521,958.3419510385997,805.363958854199,1512.629922720195,1789.7739085609926,175719.57702253998,121752.64577969418,117059.0340194894,49535.028469270386,10197.04647903598,15158.19822557224,8656.976557717688,11133.779431178578,4256.6297825300735,7340.199624991423,3465.6718229398757,1153.5089410675773,7682.170607520229,21399.425906709806,131068.18230376623,OAS1_0102_MR1_mpr-3,17955.363082665936,117059.0340194894,26246.701659063954,417773.29265608895
527,1160.368940717102,1779.826909069182,3498.2568212751175,1926.6309015690103,141279.29178208372,90541.70537425167,85923.21061020918,40362.52293789091,9714.102503709442,12654.98435346068,6384.944673795109,8655.94755777026,3766.139807589057,5146.371737073426,2283.007883361818,838.6349571543938,6872.690648876314,17342.765113963378,100446.17286823542,OAS1_0084_MR1_mpr-3,18393.374060288086,85923.21061020918,49720.24845980755,369782.79310790903
529,833.4899574172504,1196.7269388595828,2162.61488951266,1674.5259144489778,114928.66112832949,65414.21265800767,73712.41123405521,31681.879381382372,7733.620604891664,11307.68042229403,6837.361650681262,8495.423565971381,3383.351827145579,4682.29276078308,2059.7148947697897,743.2809620260006,5959.624695524578,14820.343242833149,92506.75227385803,OAS1_0287_MR1_mpr-3,17115.01312559916,73712.41123405521,19452.5580061747,293372.00101171323
534,1625.8199169373524,3485.222821941021,4261.43178228474,2352.6368798044937,141489.55077134166,102961.39173973366,101272.45982602067,39129.09500090638,11240.795425711163,14119.251278651725,8460.094567776328,9738.455502465255,4259.030782407406,7537.424614915257,3224.199835276606,914.0949532991655,8081.07958714009,21898.147881230252,136296.53103665146,OAS1_0138_MR1_mpr-3,22982.713825820105,101272.45982602067,60995.686883748815,386090.3842747591
540,1280.7619345662604,1363.4249303430329,1810.3539075095669,1418.3049275392304,157056.60497602558,107268.7855196702,109060.61742812605,47644.75556584385,11509.02141200758,14931.132237172973,7982.981592151886,10267.018475461133,4513.879769387249,7100.442637240534,2812.942856287601,1026.5989475513704,8163.399582934386,20745.667940110103,117888.06497713443,OAS1_0190_MR1_mpr-3,20499.05095270969,109060.61742812605,21119.194921026723,455410.68073320616
548,1075.647945045472,1751.3579105236545,2248.3648851317184,2038.791895838739,126605.75253175042,81288.93784697277,78240.354002724,45045.15869865647,9064.803536881931,11667.830403894075,5184.787735110764,7115.877636451965,3101.405841550114,6101.626688269739,2502.5278721466084,736.4209623764759,6641.851660669809,16220.812171283615,97330.70402740379,OAS1_0206_MR1_mpr-3,17963.252082262887,78240.354002724,30009.75446681073,330090.14913579414
551,871.5629554721123,865.7319557700164,1943.780900692822,1582.2589191628706,157029.85097739246,109999.40838016353,107317.14851719936,44072.753748336356,10487.910464175828,14388.163264913093,7649.928609167462,10568.515460057744,3953.074798038605,7221.521631054646,2699.066862105491,1110.633943258048,7299.382627076751,17330.417114594235,124241.11065255926,OAS1_0198_MR1_mpr-3,17391.81411145748,107317.14851719936,9202.346529854902,365538.16832476563
552,1136.7019419262417,1324.3229323407422,1870.7219044253839,1361.0239304656993,132667.59122205293,89228.0154413677,84861.62566444522,44877.774707208075,10003.937488901862,12384.700367269406,6000.44169343925,7813.882600791103,3586.7508167539863,7087.408637906437,2615.717866363766,760.0879611673361,6863.429649349457,16978.842132556092,109231.43141939922,OAS1_0203_MR1_mpr-3,18573.449051088108,84861.62566444522,27786.77158038225,374607.7738614022
554,1404.5849282401812,1996.6028979941623,1920.7999018669143,1648.1149157983077,127638.86847896884,85485.88563255197,86438.39658388848,37522.826082970176,10860.065445162543,11375.9374188068,5948.648696085338,7442.070619786864,3211.165835942509,5350.456726646786,1896.1039031286255,812.5669584862001,5953.450695840005,18962.754031198634,101345.86182227058,OAS1_0035_MR1_mpr-3,17332.47511448909,86438.39658388848,52499.23431783001,349586.26813974336
556,1607.640917866112,2131.4018911073226,3560.3398181033162,3243.064834312799,136837.785008999,101885.40079470573,92102.69829450101,41338.35788803581,11328.260421242603,13522.431309143078,5879.362699625139,9151.925532430894,3714.3468102351453,7047.620639939194,2699.409862087967,929.5299525105961,7403.3116217670495,20088.479973685637,130583.18032854484,OAS1_0263_MR1_mpr-3,22712.429839628832,92102.69829450101,60861.91689058309,425619.7602552152
557,1027.9709474812753,1514.0019226501,1718.0869122234594,2108.0778922989384,145459.77556850406,106529.27755745145,96172.39308658155,46093.366645103844,11091.590433334,13072.415332134256,6719.369656709438,9074.064536408789,3667.355812635901,6549.927665366178,3060.5888436354426,1015.2799481296547,7432.46662027753,20619.44394655885,123185.3567064974,OAS1_0279_MR1_mpr-3,19924.525982061998,96172.39308658155,38474.308034359245,390757.9280362957
563,920.2689529837377,670.2219657585626,1448.8319259796153,1511.2579227902902,132349.28723831498,94997.61814660043,91829.67030844993,42248.67984152773,8782.51455130399,13520.030309265743,6698.446657778388,9302.502524737962,3723.607809762004,6336.924676248436,2547.8038698334713,957.6559510736473,7151.206634647017,16143.294175243987,113336.79820965728,OAS1_0011_MR1_mpr-3,17728.297094266665,91829.67030844993,19243.671016846674,412281.51993666193
571,1460.4939253838074,1733.8649114173663,3455.724823448065,2503.556872094037,135017.8271019801,89058.23045004196,90362.31638341659,44125.91874562016,9789.905499836692,13332.409318851243,6614.41166207171,8117.437585282571,3431.3718246922517,5215.657733533624,2599.939867169859,804.6779588892466,6477.554669063692,17369.51911259652,112660.05924423166,OAS1_0428_MR1_mpr-3,16571.701153356804,90362.31638341659,65041.371677056006,425493.19326168153
585,1095.8849440115698,1843.2819058272853,4366.046776939991,1991.1148982745424,136972.24100212965,88692.59246872229,86421.24658476465,42486.37882938376,10660.782455343851,13176.344326824556,7503.46761665011,8469.012567320711,3637.171814177993,7332.6536253769455,2555.3498694479485,897.6309541403062,7962.401593203313,17426.114109705104,130750.22132001078,OAS1_0286_MR1_mpr-3,23568.900795871992,86421.24658476465,57238.80807568662,396989.2087179415
588,1753.4159104185119,2485.720873005273,2242.1908854471462,1986.312898519875,142213.28073436653,90689.19536671645,96382.65207583948,41600.06687466517,11421.55641647614,13139.300328717123,6821.926651469832,8943.038543102868,3529.126819697979,4816.405753931287,2324.167881258966,826.2869577852493,7044.1906401144315,19888.510983901993,114738.98213802013,OAS1_0010_MR1_mpr-3,21306.472911458746,96382.65207583948,53472.668268097565,412040.7339489636
590,1159.6829407521495,1030.7149473410852,2029.873896294357,1968.476899431111,184828.28455717885,120733.93583173976,123250.18370318541,54552.089212950275,12289.003372158537,15767.70919443251,7242.787629968172,11844.13239488686,4405.491774924758,7408.1136215217175,3295.8868316141393,1087.309944449664,8108.519585738189,24331.046756934185,142704.799709255,OAS1_0119_MR1_mpr-3,19341.4260118524,123250.18370318541,15388.008213831317,424022.4093368234
591,959.7139509685047,751.8559615879064,1831.276906440617,1708.1399127316488,136765.4120126965,90801.35636098617,100748.35585279699,41966.04785596732,9318.623523914344,13145.817328384172,7435.210620137339,9337.488522950538,3646.775813687327,5669.446710349684,2390.023877894403,833.1469574347741,6693.987658006196,18457.172057028663,119983.45187008176,OAS1_0265_MR1_mpr-3,18777.877040643943,100748.35585279699,13403.067315241347,437006.6736734613
592,817.025958258391,682.2269651452308,1861.4609048985258,1434.7689266980897,138783.96690956914,100156.33788304302,98186.488983682,38665.01602461604,9367.672521408447,12755.140348343739,6660.373659723526,9052.112537530309,3319.8968303874753,5970.257694981341,2758.062859091403,824.2289578903919,6737.891655763155,16459.88315906955,112533.49225069795,OAS1_0006_MR1_mpr-3,15439.115211220276,98186.488983682,7867.733598039871,341968.58152892865
596,1349.7049310439836,2798.5368570235987,2777.2708581100724,2620.8628661009093,129304.8193938559,88126.6424976365,87994.24450440067,37792.08106921402,10244.380476617702,12467.020363063704,6443.597670798545,7599.507611743456,3404.9608260415816,6828.786651119357,2666.824863752725,752.541961552859,6515.627667118554,17314.982115382805,119417.84489897845,OAS1_0001_MR1_mpr-3,17870.642086994303,87994.24450440067,53076.16028835504,325598.9073652504
598,821.8279580130584,786.8419598004824,1363.0819303605567,1776.0539092619433,165222.7485588198,119366.39490160701,122879.4007221286,51822.495352404396,12603.87735607172,16289.412167778863,7755.229603787666,10485.166464316018,4221.986784299973,6674.779658987527,3095.9178418304946,1316.0909327613126,8104.403585948474,21705.381891078607,145073.55758823582,OAS1_0344_MR1_mpr-3,20262.037964818614,122879.4007221286,8240.574578991538,439854.6025279615
603,2056.9708949099795,2602.3408670471927,3720.1778099372414,2141.005890616657,144029.80864156067,100007.13289066585,94639.86916487772,38856.41001483778,11848.248394676575,12877.591342087755,7313.445626358276,9106.649534744032,3476.304822396639,5789.15370423389,2466.8558739690798,749.1119617280966,6953.638644740706,21198.770916961206,114240.26016349968,OAS1_0226_MR1_mpr-3,20787.85693795468,94639.86916487772,45441.666678399,356600.9607813648
606,976.5209501098402,708.6379637959009,1801.0929079827083,1460.4939253838074,158768.5178885645,103884.4046925772,106819.11254264385,45652.26866763941,10903.283442954547,15716.945197026027,8002.189591170555,9835.52449750603,4122.516789381865,7486.6606175087745,2723.4198608613033,1061.2419457814701,7984.696592064268,18066.495076988234,136430.64402979967,OAS1_0311_MR1_mpr-3,19867.93098495342,106819.11254264385,8658.691557630069,389024.06312487833
608,1346.6179312016975,1335.2989317799818,1789.08790859604,2366.013879121067,155045.25307878494,105108.22863005241,98001.6119931273,43694.424767665056,11964.182388753543,14124.053278406393,6552.328665243511,9435.929517921217,4079.9847915548116,6929.971645949846,2957.345848910096,899.3459540526874,7836.520599634534,19732.102991892833,128240.14744824969,OAS1_0199_MR1_mpr-3,21449.503904151337,98001.6119931273,31440.407393719102,456808.4056617968
611,1089.3679443445214,1008.0769484976538,2332.399880838396,1730.7779115750802,142458.52572183704,104558.39965814303,101511.87381378909,47627.94856670253,11024.705436751137,12300.665371562729,6791.056653046971,8173.689582408673,3408.047825883868,6349.272675617581,2662.0228639980573,834.5189573646791,6709.079657235151,18119.66007427205,109970.25338165303,OAS1_0241_MR1_mpr-3,17203.164121095553,101511.87381378909,23714.675788424393,383147.1014251305
613,954.5689512313612,928.1579525806911,1739.6959111194624,1618.6169173053515,195862.9369934218,137112.87099494494,124535.0616375414,69123.75746848815,13020.27933479787,17869.2700870644,9500.756514609226,13095.053330977687,5070.568740946177,8865.863547045716,3997.321795778039,1317.8059326736939,9083.668535918125,26720.384634863636,152060.12423129426,OAS1_0090_MR1_mpr-3,21856.64488335063,124535.0616375414,9753.890501676686,525159.7271697484
615,1068.7879453959474,889.0559545784004,1624.4479170074474,1300.3129335674057,183548.2086225776,121906.99577180849,115117.99711865638,52474.19531910925,12173.412378064046,15356.79521542598,8053.296588559515,10247.124476477511,4172.251786840919,7064.084639098053,3633.055814388278,1213.8769379833946,7694.175606906897,23029.018823454397,126157.1085546715,OAS1_0182_MR1_mpr-3,20225.336966693656,115117.99711865638,13998.172284837616,461753.43640915665
617,1295.5109338127384,1359.6519305357942,2286.7808831690563,1496.1659235613358,174488.55008543277,115909.29807822904,104657.86965306112,48448.40452478567,12338.395369635115,15599.98220300163,8994.831540456778,10327.386472376951,4380.109776221518,7707.895606205946,3509.2328207143573,1113.0349431353816,7968.232592905409,21343.173909583704,140838.87980458426,OAS1_0275_MR1_mpr-3,20857.14293441488,104657.86965306112,36229.716149034764,457509.1546259958
622,795.4169593623883,755.2859614126688,928.157952580691,1376.1159296946537,150486.09731171082,108001.43348223943,100707.53885488232,50597.985414964234,11414.010416861662,14614.543253347409,7276.401628250843,10651.86445579947,4153.386787804726,6772.534653993254,3165.203838290694,1114.4069430652867,7889.685596918351,20769.67793888344,136986.64700139366,OAS1_0072_MR1_mpr-3,20630.07694601561,100707.53885488232,13907.620289463888,446555.4501856172
625,1519.1469223872434,1842.5959058623328,2514.5328715332766,1313.6899328839788,138795.6289089733,91910.9613042968,88846.94246083661,40466.794932563695,10820.2774471953,11826.982395763049,6278.614679227476,7865.675598145014,3021.8298456156276,6491.617668345218,2457.5948744422217,928.5009525631674,6225.792681926136,17078.998127439154,101554.7488115986,OAS1_0161_MR1_mpr-3,17004.567131241813,88846.94246083661,39148.64599990752,339051.3666779683
628,1026.2559475688943,851.6689564884907,1483.1319242272389,1495.4799235963833,145364.76457335817,94543.14316981944,86368.42458746333,40287.062941746146,11423.957416353474,13167.083327297698,7040.074640324718,9123.456533885366,3427.255824902537,5975.402694718485,2911.7268512407563,943.5929517921217,6435.708671201592,17103.351126194968,109426.5984094282,OAS1_0096_MR1_mpr-3,16384.42316292478,86368.42458746333,37367.10409092596,354112.8389084822
630,895.915954227925,829.7169576100117,1980.4818988177792,1180.948939665676,161867.86573021972,107360.02351500888,103155.5297298152,55170.51818135493,11166.364429513822,15921.030186599386,7862.245598320252,10873.785444461593,4491.584770526293,6587.314663456087,3003.6508465443876,887.3409546660191,8241.946578921443,21907.40888075711,132143.14424884674,OAS1_0372_MR1_mpr-3,21878.25388224663,103155.5297298152,12864.214342771182,493697.71077713335
642,789.2429596778161,648.2699668800835,1243.3749364763507,1600.437918234111,138042.05794747305,104382.09766715023,99939.56189411803,44400.31873160115,10516.03646273888,13270.66932200552,6760.529654606586,9687.348505076297,3810.043805346015,7156.694634366637,3192.9868368712687,1070.1599453258523,7440.012619892007,19708.778993084445,121678.55778347931,OAS1_0401_MR1_mpr-3,19844.606986145034,99939.56189411803,9091.2145355326,415133.2217909693
644,1378.5169295719872,1996.9458979766384,3811.4158052759203,1823.73090682614,137460.6729771758,87315.7905390627,75919.27312130731,36782.28912080398,10644.318456184992,12298.950371650348,6089.621688883071,8390.465571333654,3536.3298193299797,4835.270752967481,1799.7209080528035,757.00096132505,6941.633645354038,18952.12103174187,110931.68233253392,OAS1_0307_MR1_mpr-3,18654.3970469525,75919.27312130731,39591.45897728435,392485.96194801095
662,1191.2389391399631,1180.2629397007236,2243.5628853770513,2153.3538899858013,177977.54590718105,114387.75015596446,117277.18200834426,53783.08325223856,13067.613332379591,16569.98615344442,6952.609644793278,10743.788451103099,4344.094778061512,8346.218573594218,3303.0898312461404,1190.5529391750106,9072.349536496407,24646.949740794797,139015.49189774058,OAS1_0063_MR1_mpr-3,22145.10786861314,117277.18200834426,16070.578178959026,530988.6688719497
