,csf,3rd_ventricle,inf_lat_vent,4th_ventricle,frontal,temporal,parietal,occipital,insula,thalamus,caudate,putamen,pallidum,hippocampus,amygdala,accumbens_area,ventraldc,cingulate,cerebellum,total_lateral_ventricle,subject,brain_stem,parietal
253,1223.4809374927293,1301.3419335148344,2229.4998860955257,3339.1048294061447,171091.1352590057,109068.16342774054,99213.08793123337,46473.067625705036,12570.263357789048,15407.216212849986,7544.627614547258,11758.382399267803,4095.419790766242,6933.744645757084,3082.883842496398,1350.390931008936,8610.671560083396,21398.053906779904,145673.80755756926,17519.753104921117,OAS1_0092_MR1_mpr-2,20715.82694163467,99213.08793123337
255,1607.640917866112,3167.9478381505037,4309.108779848937,1877.924904057385,147709.51245356575,111419.42830761513,94933.1341498949,38821.767016607664,13067.61333237959,12840.204343997846,8029.629589768654,10472.818464946875,4118.057789609674,7357.69262409771,3044.8108444415357,1057.1259459917553,7824.515600247866,22755.30483743836,121879.89877319286,49473.63147240714,OAS1_0441_MR1_mpr-2,21642.955894267932,94933.1341498949
256,1311.9749329715978,983.0379497768887,1920.7999018669143,1740.0389111019385,189037.58034212724,128438.40143812096,117664.42898855993,61518.76185702507,12638.177354319345,18490.443055328862,9118.6545341307,12315.414370809207,4719.336758890513,7376.90062311638,3148.396839149358,1102.7449436610946,9355.667522021777,22821.160834073795,165897.42952435053,12067.768383461365,OAS1_0153_MR1_mpr-2,24255.243760806938,117664.42898855993
258,940.1629519673593,759.7449611848599,2154.38288993323,1402.5269283453238,159260.3798634354,102449.63576587912,100233.16987911769,50208.68043485371,10176.466480087409,16216.353171511424,7271.942628478651,9780.644500309832,3955.4757979159385,6561.58966477037,2652.7618644711993,1027.284947516323,8329.75457443536,17259.416118221656,136109.93904618442,12624.114355037818,OAS1_0140_MR1_mpr-2,20746.353940075056,100233.16987911769
259,1412.4739278371344,1964.3608996413961,1914.625902182342,1692.0189135552657,129318.53939315496,84784.1076684056,87844.01051207609,38028.40805714014,11053.174435296663,11418.469416633852,6063.210690232401,7544.284614564782,3247.180834102514,5366.234725840692,1794.57590831566,839.3209571193463,5959.967695507054,19525.617002442137,101605.5128090051,54070.517237553635,OAS1_0035_MR1_mpr-2,17246.382118887555,87844.01051207609
264,1347.3039311666498,1120.923942732335,1529.7799218440068,2451.7638747401256,150155.7883285862,105023.1646343983,97833.19900173147,52882.022298273485,10894.02244342769,16100.419177434456,6653.513660074001,9979.927490128524,4389.370775748375,7069.572638817674,2905.209851573708,1037.57494699061,8441.229568740135,22715.17383948864,149415.93736638498,21781.870887170808,OAS1_0239_MR1_mpr-2,21833.320884542245,97833.19900173147
268,1065.7009455536613,807.7649587315327,1608.6699178135407,2564.2678689923305,167264.62745450082,109983.63038096961,109399.50141081259,49761.06545772223,10448.122466208584,15989.973183077109,7694.861606871849,10950.617440536269,4360.558777220372,6592.459663193231,3170.005838045361,1070.5029453083284,7855.728598653203,20023.65297699763,123040.95371387491,14169.672276075733,OAS1_0361_MR1_mpr-2,18355.987062198175,109399.50141081259
275,1270.4719350919734,1172.7169400862465,2133.802890984656,1406.6429281350386,139244.95888601718,83201.16274927778,90182.24139261659,48455.95052440015,9284.666525649198,13310.457319972764,7240.386630090838,9610.51650900162,3454.0098235356836,5661.900710735206,2331.3708808909673,917.867953106404,6994.112642672902,17348.93911364795,105724.5995985622,19237.154017179622,OAS1_0371_MR1_mpr-2,17626.7690994537,90182.24139261659
285,1073.2469451681384,892.4859544031627,1625.1339169724001,2452.7928746875546,191079.11623782577,128676.10042597698,121523.86479138253,61085.895879140066,14460.879261198055,18519.941053821814,7826.2306001602465,11982.361387824783,4694.297760169748,8186.037581777817,3772.313807273629,1267.041935267211,9593.023509895333,24228.48976217379,165574.32354085793,11894.21039232839,OAS1_0061_MR1_mpr-2,24866.126729597112,121523.86479138253
292,956.6269511262186,843.7799568915374,1586.0319189701092,1305.4579333045492,150888.09329117296,97395.18802410932,96801.79805442544,48139.70454055707,10007.367488726624,14555.547256361497,7812.510600861197,9336.802522985585,4316.311779480937,7487.689617456203,3049.955844178679,1060.2129458340414,7827.259600107676,19682.024994451298,129780.90336953293,24769.74373452129,OAS1_0071_MR1_mpr-2,19987.29497885515,96801.79805442544
298,1262.2399355125438,1973.6218991682545,2709.356861579778,1569.56791981125,171897.87121778977,116056.44507071134,116640.2310408859,51579.99436479369,13338.583318535813,13852.740292267692,9407.803519358165,13536.837308407079,5068.510741051321,7897.231596532828,3026.2888453878186,1189.1809392451057,7611.512611130124,24134.164766992828,113153.63621901497,74698.19318369191,OAS1_0365_MR1_mpr-2,20847.195934923067,116640.2310408859
300,1303.0569334272157,985.0959496717461,2133.802890984656,1774.6819093320382,154476.9021078218,101441.90181736393,104790.95364626189,49482.892471934,11480.209413479575,14766.49224558438,6874.4056487886955,10168.577480490454,4132.806788856152,6723.142656516677,2945.6838495059037,992.2989493037469,7440.012619892006,23376.820805685304,112253.60426499732,18547.72405240239,OAS1_0331_MR1_mpr-2,18663.315046496882,104790.95364626189
306,882.8819548938282,745.6819619033342,2217.4948867088574,1285.906934303404,174821.94606839967,114438.17115338847,116669.38603939637,56146.35313149981,11938.11439008535,16735.312144997966,8181.23558202315,10720.464452294716,4297.446780444745,7660.21860864175,3099.0048416727805,1062.9569456938514,7874.25059770692,20869.833933766502,127403.22749100767,12804.189345837842,OAS1_0408_MR1_mpr-2,19824.02698719646,116669.38603939637
310,1112.0059431879529,2479.203873338224,6083.790689180974,2864.735853641512,97112.21303856643,69078.48147080129,67357.30755873554,30715.648430746816,7312.416626410848,8207.64658067382,4455.569772366289,6833.588650874024,2661.336864033105,4385.2547759586605,1654.631915465356,707.2659638659959,5375.49572536755,12973.288337198625,97485.74001948306,64202.050719936655,OAS1_0339_MR1_mpr-2,17024.118130242958,67357.30755873554
311,1242.345936528922,839.3209571193463,1975.3368990806355,2030.2168962768333,163256.67265926598,107063.32853016695,121532.43979094442,47079.834594705506,11385.88441829861,14670.452250491035,7894.487596673018,10915.631442323693,4098.849790591004,6917.6236465807015,3136.0488397802137,1054.3819461319454,7742.538604436046,21201.51491682102,118975.71792156657,14747.28424656571,OAS1_0051_MR1_mpr-2,18431.10405836047,121532.43979094442
312,1032.7729472359426,1119.2089428199538,1787.3729086836588,1430.6529269083749,161284.42276002764,108134.51747544023,103232.36172588987,44005.18275178853,11820.122396113524,14749.685246443045,6891.212647930031,8799.664550427802,3930.4367991951735,6999.257642410045,2907.9538514335177,1098.971943853856,7273.657628391033,23097.618819949643,127509.5574855753,17628.484099366084,OAS1_0341_MR1_mpr-2,20097.39797323002,103232.36172588987
319,1602.8389181114449,1885.8139036543384,2666.138863787772,2345.433880172493,161404.47275389434,106892.17153891131,97009.9990437885,43915.659756362234,14403.255264142048,12762.000347993264,7684.571607397562,9041.13653809107,3497.9138212926414,5484.912719777469,2412.661876737835,1088.681944379569,7066.828638957863,20699.705942458284,120181.01985998807,50693.33941009263,OAS1_0335_MR1_mpr-2,20590.28894804837,97009.9990437885
326,1787.7159086661352,1729.0629116626992,2393.1108777366894,1674.1829144665016,142600.8707145647,89835.8114103156,89385.79543330675,45144.28569359211,10884.418443918355,12562.717358174572,6202.125683135277,7282.918627917892,3517.807820276263,5212.570733691338,2586.2198678708096,712.0679636206632,6435.708671201592,19056.050026432167,114578.11514623878,56729.11010172693,OAS1_0164_MR1_mpr-2,20193.09496834089,89385.79543330675
329,1515.0309225975286,1235.4859368793973,1990.4288983095898,2691.5208624910138,193732.9071022444,137205.13799023104,126294.99454762693,53231.539280416764,13625.331303885947,15887.416188316714,9188.626530555852,10864.524444934734,4216.155784597877,7671.537608063465,3597.726816193226,1212.1619380710135,8544.129563483006,23922.876777787464,152982.79418415535,18532.975053155915,OAS1_0147_MR1_mpr-2,21508.49990113725,126294.99454762693
330,1399.4399285030377,1760.2759100680364,2411.9758767728827,1780.5129090341343,151307.9252697239,101384.96382027288,92863.8152556158,58163.87902842502,10938.6124411496,13852.397292285215,7005.431642094618,10824.050447002539,4339.978778271798,6294.392678421384,2892.1758522396112,931.2449524229771,7402.968621784574,21709.8408908508,117236.70801041207,24925.4657265655,OAS1_0418_MR1_mpr-2,20067.213974772112,92863.8152556158
332,1154.537941015006,777.2379602911478,1821.3299069488062,2153.010890003325,152634.64920194197,110511.85035398301,110974.21433036098,54931.104193586514,10187.442479526646,15761.535194747936,7312.416626410848,10879.616444163688,4150.985787927392,7925.700595078355,2796.135857146265,1085.594944537283,7934.275594640261,18234.908068384066,139326.935881829,12358.975368583688,OAS1_0151_MR1_mpr-2,20152.96397039117,110974.21433036098
338,1944.8099006402508,2364.641879191162,5044.500742277984,1395.666928695799,134362.69713545046,72967.07227213435,78042.10001285274,36663.95412684968,8997.918540299064,12947.906338495384,6805.805652293449,7575.49761297012,3708.5158105330497,3673.529812320474,1573.3409196184884,734.3629624816185,5909.203698100571,17920.034084470884,115835.21008201418,82814.25876904458,OAS1_0134_MR1_mpr-2,18893.81103472091,78042.10001285274
340,1721.516912048222,2024.7288965572134,5139.854737406377,1900.5629029008164,138636.81991708686,87902.32050909704,87789.81651484483,47252.70658587352,11280.583423678407,11231.877426166782,6545.468665593987,8518.061564814812,3615.219815299514,3581.262817034367,1956.814900026919,903.8049538248783,6523.516666715508,19012.832028640165,118445.43994865831,48994.803496870314,OAS1_0158_MR1_mpr-2,19153.805021437896,87789.81651484483
347,1352.7919308862697,3516.435820346358,8249.492578535921,3268.103833033564,131024.96430597422,88175.00549516565,88325.58248747274,41826.78986308197,10011.826488498813,13780.02429598273,7508.2696164047775,10273.535475128181,4257.6587824775015,4292.9877806725535,2072.7488941038864,954.2259512488849,7420.461620890861,16577.189153076426,113640.35319414875,75517.96314181012,OAS1_0402_MR1_mpr-2,19411.055008295076,88325.58248747274
355,1748.2709106813682,2484.691873057844,2316.621881644489,2014.0958971004502,141963.91974710632,88892.90445848843,97262.10403090855,41950.955856738365,11636.617405488738,12979.11933690072,6798.602652661448,8963.275542068965,3471.5028226419713,4777.6467559114735,2224.0118863759058,838.2919571719176,7055.852639518624,19663.159995415106,113155.69421890982,55896.30614427463,OAS1_0010_MR1_mpr-2,21044.76392482938,97262.10403090855
357,1230.3409371422538,1107.546943415762,2148.8948902136103,1769.5369095948947,158881.70788278163,103003.58073757823,109157.68642316683,48952.95749900822,12379.212367549786,16376.19116334535,7910.6085958494,11658.912404349692,4653.480762255076,6796.201652784114,2814.657856199982,1261.8969355300674,8277.618577098972,20377.971958895578,121054.29781537256,15738.554195922028,OAS1_0409_MR1_mpr-2,20664.03394428076,109157.68642316683
360,946.3369516519315,733.676962516666,1526.6929220017205,1770.9089095247998,143710.81865785777,100642.36885821182,102104.23478352555,49935.652448802626,11499.417412498246,13044.289333571205,5736.331706932549,8799.664550427802,3482.4788220812106,7430.7516203651485,3117.183840744021,1064.6719456062324,7297.324627181893,19722.84199236597,136298.24603656385,11724.082401020178,OAS1_0455_MR1_mpr-2,20661.975944385904,102104.23478352555
367,1724.2609119080319,2983.070847595813,4475.806771332387,2876.3978530457043,159976.56382684578,110391.45736013385,103120.88673158511,46733.4046124045,12129.165380324612,15405.15821295513,8013.5085905922715,9386.880520427116,3865.609802507165,7574.468613022691,3701.998810866001,1057.4689459742317,8194.269581357246,22367.71485724022,124311.76864894935,73974.46322066706,OAS1_0186_MR1_mpr-2,20410.556957230823,103120.88673158511
370,945.3079517045028,750.8269616404777,1390.1789289761791,1275.959934811593,148134.14643187128,99232.29593025205,94926.27415024539,48133.53054087249,9712.730503779538,12957.510338004719,6166.796684940224,9270.603526367671,3413.535825603488,5937.329696663623,2715.8738612468264,921.6409529136426,6642.194660652285,17373.63511238624,111413.25430793056,16055.486179730071,OAS1_0249_MR1_mpr-2,15781.42919373156,94926.27415024539
380,829.0309576450593,536.4519725928311,1291.3949340230238,1354.8499307811271,134892.63210837627,98077.07198927207,90978.00135196144,43174.779794213566,10532.157461915263,13877.779290988456,7560.748613723641,9569.013511121997,4154.415787752155,6922.425646335369,2676.428863262059,1159.6829407521495,7462.650618735439,18076.442076480045,120542.19884153554,16809.400141212835,OAS1_0444_MR1_mpr-2,19331.136012378112,90978.00135196144
382,977.8929500397451,884.253954823733,1723.9179119255555,1685.5019138882174,193494.86511440593,130774.2313187841,122583.39173725163,68336.91550868767,12891.311341386805,18055.86207753147,9389.281520304448,13156.79332782341,4996.137744748835,8910.796544750101,3846.7448034709723,1259.1529356702576,8911.82554469753,26115.33266577556,150472.3773124118,11657.54040441979,OAS1_0090_MR1_mpr-2,21598.7088965285,122583.39173725163
390,1620.3319172177328,2830.0928554114125,4170.879786911014,874.9929552968747,130166.43534983622,73405.76924972146,82907.55476427812,37914.53206295804,10904.312442901977,11905.872391732582,6503.27966774941,7816.2836006684365,3313.379830720427,5239.667732306962,1835.0499062478557,807.4219587490566,7098.384637345677,18160.47707218672,83017.31475867052,50249.49743276839,OAS1_0028_MR1_mpr-2,14917.069237891446,82907.55476427812
393,1349.3619310615072,2481.9478731980344,3487.2808218358787,3610.4178155448462,136626.4970197936,89966.8374036215,88668.58246994895,39891.24096196858,9930.19249266947,11370.792419069658,6748.8676552023935,7348.774624553329,3024.2308454929616,5118.58873849285,2215.436886814,611.2259687726503,6133.868686622505,17189.444121796503,92625.4302677948,66644.21059516745,OAS1_0299_MR1_mpr-2,16914.70113583304,88668.58246994895
399,1017.6809480069884,1125.7259424870024,1898.8479029884352,1552.4179206874383,126487.76053777858,84400.63368799718,80929.1308653552,38338.82304128114,10596.298458638317,11642.105405208358,7762.775603402144,9312.44952422977,3532.8998195052172,5763.428705548172,2328.6268810311576,987.4969495490797,6183.260684099083,17711.833095107806,98649.53896002492,16242.764170162096,OAS1_0374_MR1_mpr-2,15113.951227832806,80929.1308653552
402,917.5249531239278,828.3449576801067,1601.809918164016,1445.7449261373292,168446.26239413145,114476.93015140829,121791.404777714,55313.20617406504,9981.642490040906,16447.878159682885,8889.873545819051,10881.674444058546,4252.856782722834,7804.621601264244,3266.0458331387067,1224.1669374576818,8692.991555877692,22020.941874956745,139869.21885412393,21204.601916663305,OAS1_0125_MR1_mpr-2,22010.994875464934,121791.404777714
409,996.4149490934618,881.8529549463994,2192.7988879705686,1413.502927784563,170639.4042820845,104480.88166210338,113495.95020152626,50845.63140231208,11528.572411008725,16525.73915570499,7755.229603787667,10920.776442060836,4223.358784229878,6587.657663438564,2952.200849172952,1227.9399372649202,8240.917578974015,22449.34885306956,137013.40100002682,21435.44090486981,OAS1_0127_MR1_mpr-2,21538.68389959516,113495.95020152626
411,1452.2619258043778,1747.2419107339394,3623.4518148789434,2499.097872321846,135848.23005955503,87255.07954216437,90878.87435702581,44602.34572127966,9834.152497576124,13251.804322969328,6584.913663578754,8130.814584599144,3435.4878244819665,5062.679741349224,2550.890869675757,825.9439578027732,6405.867672726159,17745.104093408,110751.95034171638,68540.31449829607,OAS1_0428_MR1_mpr-2,16388.88216269697,90878.87435702581
421,1203.9299384915837,1426.8799271011364,2561.5238691325208,1925.9449016040578,145211.78658117377,107250.94952058143,100863.60384690901,40832.43291388336,11075.126434175143,13878.122290970932,8707.054555159219,9798.823499381073,3800.0968058542044,7686.286607309943,3172.4068379226946,1032.4299472534665,6933.744645757084,19020.035028272163,111395.76130882427,44396.888731776395,OAS1_0112_MR1_mpr-2,17649.064098314655,100863.60384690901
426,933.9889522827871,712.7539635856157,1932.11890128863,1983.225898677589,173914.71111475004,106248.36057180341,113724.04518987294,47605.99656782405,10262.902475671419,16774.414143000256,8216.564580218203,10673.473454695471,4454.197772436384,6343.098675933008,2919.958850820186,1226.5679373350154,8054.325588506943,19614.45399790348,125031.72561216698,10588.75245902384,OAS1_0150_MR1_mpr-2,18891.067034861102,113724.04518987294
430,1368.9129300626528,2246.9928852018134,2028.8448963469282,2574.900868449094,169293.8153508302,112017.96327703616,116000.8790735502,48068.360544202005,11357.75841973556,15879.527188719761,6865.83064922679,9863.307496086605,4458.313772226098,7445.5006196116265,3473.5608225368287,1108.2329433807145,8779.084551479227,21803.136886084336,135509.689076851,36530.8701336489,OAS1_0456_MR1_mpr-2,21056.082924251095,116000.8790735502
437,1205.644938403965,1821.3299069488062,3999.722795655373,2175.6488888467566,132541.71022848412,87031.10055360741,88010.02250359459,39025.16600621608,10518.094462633737,11045.285435699709,4432.931773522858,7478.428617929345,3011.5398461413406,5752.795706091409,2000.3758978014007,705.893963936091,6176.400684449558,17560.227102853314,109178.95242208036,43703.68576719192,OAS1_0363_MR1_mpr-2,17545.135103624358,88010.02250359459
439,1481.0739243323815,2451.7638747401256,2562.5528690799492,2406.1448770707866,133226.68119348917,90373.63538283831,91734.31631332156,40600.9079257119,10999.66643803037,11221.587426692495,5776.462704882269,6774.935653870587,3160.401838536027,5538.420717043762,2127.97189128256,719.9569632176167,6364.021674864058,19038.214027343405,104316.58467049725,60590.94690442686,OAS1_0176_MR1_mpr-2,18508.279054417624,91734.31631332156
441,1034.4879471483239,1019.7389479018458,2154.039889950754,1734.2079113998427,153780.61214339506,98725.34195615214,89987.0744025876,45023.89269974295,11119.373431914577,13369.1103169762,5871.816700010662,10011.140488533862,3869.3828023144038,6077.959689478879,3008.4528462990547,840.349957066775,7449.959619383818,20090.537973580496,112009.73127745673,18936.686032530444,OAS1_0114_MR1_mpr-2,18152.931072572246,89987.0744025876
448,1079.7639448351867,959.0279510035522,2940.53884976876,3003.307846561911,179382.4738354037,124851.65062136695,132555.4302277832,62205.79082192497,13377.34231655563,18179.342071222913,8585.63256136263,11871.915393467436,4611.977764375451,7411.886621328956,3206.363836187842,1178.8909397708185,9566.612511244663,24050.815771251102,163611.6776411289,15535.841206278574,OAS1_0111_MR1_mpr-2,25220.44571149506,132555.4302277832
450,1103.430943626047,1093.4839441342363,1614.1579175331603,1552.7609206699144,177476.76593276573,121512.5457919608,112547.21224999698,48022.39854655019,12528.760359909425,16213.266171669136,7980.237592292076,11191.403428234586,4204.493785193685,7373.8136232740935,3017.713845825913,1368.5699300801764,8006.30559096027,22774.512836457034,147950.98444122897,15643.200200793635,OAS1_0105_MR1_mpr-2,19386.359009556785,112547.21224999698
454,1008.0769484976538,755.9719613776213,1903.992902725579,1722.888911978127,135927.46305550705,86528.26257929725,99775.60790249439,42303.55983872393,9200.288529960044,13171.885327052365,7338.4846250790415,9321.71052375663,3592.9248164385585,5831.685702060942,2215.436886814,791.3009595726735,6664.48965951324,18542.57905266525,117706.96098638698,15382.520214111697,OAS1_0265_MR1_mpr-2,18363.87606179513,99775.60790249439
464,1117.836942890049,1968.819899413587,2944.3118495759986,1682.4149140459313,126776.22352304112,88867.52245978518,85411.45463635464,36445.46313801232,9644.473507266768,13644.882302887092,6852.11064992774,8995.517540421732,3875.899801981452,5726.384707440739,2388.3088779820223,784.783959905625,7443.4426197167695,15694.993198147547,140436.8838251221,26034.72766989364,OAS1_0237_MR1_mpr-2,22195.871866019625,85411.45463635464
472,1451.2329258569491,1756.8459102432741,2185.5958883385674,1758.5609101556554,153414.63116209293,101961.54679081544,106840.03554157494,43529.441776094,10662.49745525623,11759.754399197707,7246.903629757887,8498.16756583119,3814.8458051006824,6246.029680892234,2304.959882240297,863.673955875159,6693.301658041244,22066.560872626083,110956.03533128972,44948.43270359818,OAS1_0146_MR1_mpr-2,18550.125052279724,106840.03554157494
481,1239.601936669112,1504.7409231232416,2303.930882292869,1539.7269213358177,127005.00451135274,82257.22679750319,91006.81335048945,41730.06386802366,9996.048489304907,12637.491354354392,7227.695630739217,7703.779606416231,3505.802820889595,4799.2557548074765,2485.377873022797,864.0169558576351,6255.290680419092,17796.55409077944,99450.78691908938,41803.465864273574,OAS1_0075_MR1_mpr-2,16148.096174998653,91006.81335048945
483,1698.5359132223143,2763.2078588285467,2656.877864260914,2228.4708861480967,160708.5257894501,100110.03288540873,108664.452448366,50382.58142596916,11875.002393309722,14292.466269802224,7854.013598740822,9125.514533780224,4236.049783581499,6761.5586545540145,2786.531857636931,900.7179539825922,7932.903594710357,21881.683882071393,125998.98556274996,53127.95328570895,OAS1_0284_MR1_mpr-2,23583.64979511847,108664.452448366
503,1093.14094415176,1294.1389338828335,1940.3509008680599,1802.121907930137,141458.33777293633,90692.62536654122,99617.48491057285,43317.81078690616,9356.696521969207,14270.857270906221,6964.957644162421,8541.04256364072,3847.0878034534485,6575.309664069419,2457.2518744597455,885.9689547361143,7648.899609220034,17404.162110826626,128894.59141481432,21710.869890798225,OAS1_0407_MR1_mpr-2,20472.63995405902,99617.48491057285
504,1069.4739453608997,2294.6698827660102,2940.53884976876,1600.437918234111,157606.09094795253,105550.69860744674,98082.2169890092,49433.157474474945,12671.448352619538,13966.6162864498,7359.750623992568,8312.604575311547,3510.9478206267386,6719.369656709438,3012.5688460887695,854.7559563307768,7018.80864141119,20760.759939339056,105013.90363487144,38893.111012962734,OAS1_0064_MR1_mpr-2,18849.221036999003,98082.2169890092
505,1110.2909432755716,2249.0508850966708,2661.336864033105,1612.7859176032555,143993.45064341818,97684.68000931927,86561.19057761497,43588.78077306238,11327.231421295175,11586.19640806473,7433.495620224959,9418.093518832451,3161.4308384834553,4010.355795112136,2534.7698704993745,1002.588948778034,6345.156675827866,20550.8439500636,100119.97988490053,32008.415364699744,OAS1_0447_MR1_mpr-2,17897.053085644973,86561.19057761497
509,1721.1739120657458,2477.8318734083196,4321.799779200557,1999.0038978714958,129107.59440393207,81051.23885911674,81276.58984760362,46335.18163274959,11880.49039302934,13237.741323687802,6220.9906821714685,8299.913575959927,4296.074780514839,5640.63471182168,2403.4008772109764,800.2189591170556,7309.672626551037,19474.510005053176,118787.41093118713,105865.22959137746,OAS1_0098_MR1_mpr-2,19599.361998674525,81276.58984760362
513,850.2969565585859,752.1989615703827,1585.3459190051567,1842.2529058798566,162591.25269326213,112882.66623285876,119410.9848993289,50608.618414421,12024.55038566936,16109.33717697884,7714.069605890519,10561.998460390696,4109.4827900477685,6548.898665418749,2852.730854254844,1319.8639325685513,8113.6645854753315,20694.90394270362,143466.6026703347,9885.945494930036,OAS1_0344_MR1_mpr-2,19959.511980274572,119410.9848993289
520,1136.7019419262417,1102.058943696142,1760.6189100505126,1658.0619152901186,152685.4131993485,101286.17982531972,105110.62962992974,56364.501120354704,10903.9694429195,16820.71914063455,6324.233676896815,10630.255456903466,4154.7587877346305,6354.7606753372,2778.9858580224536,975.1489501799352,8145.220583863145,19980.7779791881,138224.1909381679,11027.449436610947,OAS1_0319_MR1_mpr-2,21679.313892410413,105110.62962992974
522,707.9519638309484,705.5509639536148,1947.2109005175844,1443.0009262775193,141883.6577512069,93521.00322204025,99462.79191847607,45111.70069525686,9157.070532168038,14933.190237067829,7046.934639974242,10223.800477669127,4101.936790433291,6638.421660845046,2395.5118776140234,970.346950425268,7641.353609605557,17347.567113718047,120395.05184905324,11887.350392678865,OAS1_0081_MR1_mpr-2,18743.9200423788,99462.79191847607
524,1144.247941540719,1720.4879121007932,3487.280821835878,1903.6499027431025,136817.20501005038,96708.15905920943,89426.95543120391,35830.464169432424,12126.764380447277,11506.620412130245,7819.027600528247,9355.667522021777,3573.030817454937,5569.290715466623,2425.0098761069794,886.997954683543,6133.868686622505,18269.551066614164,116327.0720568851,61820.25884162168,OAS1_0169_MR1_mpr-2,17797.24009074439,89426.95543120391
533,1188.151939297677,2201.7168875149505,2252.137884938957,2001.7478977313058,156180.58302078125,108573.55745300981,103532.82971053907,47761.0325599033,11831.098395552763,13168.455327227603,6859.656649542218,9594.05250984276,3625.1668147913247,7719.900605592615,3198.4748365908886,878.0799551391608,7232.497630493885,24420.912752342956,118144.28596404419,19556.144000882523,OAS1_0143_MR1_mpr-2,19394.24800915374,103532.82971053907
535,1372.6859298698912,1673.496914501549,4720.708758820419,1964.7038996238723,141553.34876808227,90243.29538949736,92189.13429008503,39008.70200705722,10756.47945045472,11742.604400073895,7747.340604190713,9656.135506670958,3398.4438263745333,4950.175747097019,2673.6848634022494,904.4909537898309,6484.757668695693,17794.153090902102,89075.03744918329,52797.64430258433,OAS1_0278_MR1_mpr-2,17136.622124495163,92189.13429008503
537,1363.7679303255093,2405.80187708831,3813.130805188301,3328.4718299493816,146763.8615018787,95655.83511297233,91144.6993434449,33136.54230706408,12156.262378940235,13014.791335078251,7443.785619699245,9087.098535742887,3751.3908083425786,6270.0396796655705,2410.2608768605014,869.8479555597312,6862.743649384503,19193.250019422663,99135.56993519372,57910.05904139261,OAS1_0019_MR1_mpr-2,19633.66199692215,91144.6993434449
539,985.4389496542223,1114.0639430828103,1210.4469381586323,1622.0469171301138,161515.9477481991,114440.5721532658,111563.83130023762,49067.17649317281,12516.069360557805,15173.976224766147,7274.000628373509,10225.51547758151,3971.2537971098454,6413.070672358161,2877.4268529931333,1286.9359342508326,7677.025607783085,22287.1098613583,129819.31936757026,22062.787872818844,OAS1_0159_MR1_mpr-2,19509.83900324823,111563.83130023762
543,835.8909572945839,933.3029523178346,2170.8468890920894,2066.574894419314,159985.13882640767,119653.8288869221,109413.22141011164,54198.45623101728,11439.392415564904,16829.98014016141,7551.487614196783,9693.865504743346,4057.34679271138,8064.272587998754,3148.7398391318347,1108.5759433631906,7974.749592572457,19923.49698211457,125757.51357508669,23610.06079376914,OAS1_0281_MR1_mpr-2,19712.551992891684,109413.22141011164
546,997.1009490584142,780.3249601334339,1618.2739173228754,1556.533920477153,132423.71823451231,87546.28652728672,87412.85953410345,41251.235892486846,10255.013476074466,13356.076317642102,5654.697711103205,8347.933573506602,3612.81881542218,6128.380686902885,2609.5438666791933,934.6749522477396,6918.309646545654,16309.649166744959,129266.0603958361,27585.773590651177,OAS1_0020_MR1_mpr-2,17516.323105096355,87412.85953410345
549,1062.6139457113752,1179.576939735771,1770.9089095247998,3153.884838868978,168211.30740613525,111797.41428830393,111606.36329806468,46414.071628719124,11847.219394729145,17320.470115102424,7278.116628163224,12483.827362205038,4823.265753580812,8178.49158216334,3409.0768258312964,1182.6639395780571,9002.720540053731,22559.108847461957,139572.52386928198,13821.527293862353,OAS1_0368_MR1_mpr-2,22329.298859202878,111606.36329806468
560,1219.3649377030144,1266.0129353197822,2623.606865960719,2223.3258864109534,179593.41882462657,106944.30753624768,116658.41003995713,53250.40427945296,12695.80135137535,16389.9111626444,6911.792646878605,10875.500444373974,4420.240774171236,7891.400596830732,3151.8268389741206,1207.3599383163462,8802.408550287611,24108.782768289584,135086.08409849287,19052.277026624935,OAS1_0063_MR1_mpr-2,21718.75889039518,116658.41003995713
570,879.1089550865895,839.6639571018226,1880.6689039171947,1353.8209308336984,149118.21338159562,100829.98984862634,97758.42500555166,53719.28525549797,9814.258498592504,15298.142218422545,6709.422657217627,10195.674479106077,4202.092785316351,6545.468665593987,2650.017864611389,1009.7919484100348,7182.076633069879,19881.65098425247,117527.9149955344,21637.124894565837,OAS1_0443_MR1_mpr-2,18501.076054785623,97758.42500555166
573,1753.758910400988,2425.3528760894555,3985.316796391371,1462.2089252961885,126655.83052919197,63413.15076024132,80726.41787571175,43517.43677670733,8830.877548833138,11705.56040196646,5245.498732009058,7049.335639851575,3343.906829160812,3777.8018069932486,1225.1959374051103,712.4109636031394,6603.092662649994,17904.256085276975,115834.8670820317,39151.046999784856,OAS1_0308_MR1_mpr-2,18601.918049633638,80726.41787571175
575,1462.5519252786648,1224.509937440158,1531.8379217388642,2249.7368850616235,210688.42523599212,141468.28477242816,128089.5704559426,74169.63021069604,16478.405158123267,19081.775025117888,7991.556591713792,13954.268287080657,5138.825737458948,8327.696574540503,4072.4387919403343,1450.2039259095204,10091.4024844333,25684.18168780293,156424.11300833942,20085.735973825827,OAS1_0144_MR1_mpr-2,24961.480724725505,128089.5704559426
