,csf,3rd_ventricle,inf_lat_vent,4th_ventricle,frontal,temporal,parietal,occipital,insula,thalamus,caudate,putamen,pallidum,hippocampus,amygdala,accumbens_area,ventraldc,cingulate,cerebellum,total_lateral_ventricle,subject,brain_stem,parietal
277,1312.317932954074,1349.018931079031,1945.4959006052031,1225.8819373700628,139712.81086211477,96128.1460888421,92500.57827417346,46407.2116290696,11557.041409554251,12005.685386633166,7592.304612111455,9866.394495928891,3764.424807676676,5893.768698889141,2667.8538637001534,1019.0529479368932,7069.572638817674,21664.22189318146,113124.4812205045,21597.67989658107,OAS1_0330_MR1_mpr-3,18476.380056047336,92500.57827417346
280,1375.4299297297011,805.363958854199,1941.0369008330122,1990.7718982920662,180271.87278996457,94667.99516344078,106791.67254404577,47792.588558291114,12322.960370423683,15539.271206103338,7983.324592134362,10962.965439905412,4461.743772050861,6122.8926871832655,2805.053856690647,1077.3629449578532,7769.978603034145,23122.65781867041,116355.8840554131,14278.06027053822,OAS1_0377_MR1_mpr-3,19211.429018493905,106791.67254404577
281,1477.643924507619,2883.257852695229,3442.3478241314915,1245.7759363536845,135852.00305936227,88050.49650152678,83595.26972914298,35910.04016536691,11338.207420734416,10695.42545357395,7806.679601159101,9676.715505619533,3639.22981407285,6096.824688515071,2534.7698704993745,1024.8839476389892,6426.79067165721,18021.219079301372,98416.64197192354,52344.541325733226,OAS1_0300_MR1_mpr-3,14040.704282664667,83595.26972914298
282,1052.323946237088,941.191951914788,2094.3578929998894,2443.18887517822,162887.60467812157,97419.8840228476,109600.15640056119,52976.347293454455,11404.406417352327,14788.787244445335,6795.8586528016385,11504.905412217864,4253.19978270531,6232.309681593184,2904.8668515912314,1093.8269441167126,7420.118620908385,19709.464993049398,126486.73153783116,15069.018230128419,OAS1_0043_MR1_mpr-3,18743.234042413846,109600.15640056119
286,999.8449489182242,800.2189591170555,1594.6069185320152,1321.2359324984561,144518.2406166068,88288.53848936528,92059.8232966915,45139.14069385496,9430.784518184073,13134.498328962456,6124.264687113171,8409.673570352323,3403.2458261292004,6460.4046699398805,2679.8588630868217,901.0609539650686,6686.784658374196,18251.372067542925,110414.09535897728,19604.163998429194,OAS1_0200_MR1_mpr-3,19302.324013850106,92059.8232966915
288,1425.5079271712314,1015.9659480946071,1612.7859176032557,1814.4699072992817,157162.24897062825,103864.85369357606,99308.09892637929,48248.435535002034,11227.075426412113,14399.825264317285,6824.670651329641,10271.134475250848,3730.467809411529,6117.404687463646,2786.8748576194066,1045.1209466050873,7339.856625008946,21286.23591249265,129435.50238717935,13236.369323757895,OAS1_0295_MR1_mpr-3,18138.86807329072,99308.09892637929
289,1213.5339380009184,1878.2679040398612,2575.2438684315703,2898.006851941707,161642.51474173286,108102.96147705242,99197.30993203947,45978.80465095678,11416.411416738996,13892.528290234934,6860.342649507171,9936.023492371567,4401.032775152567,6516.3136670835065,2896.9778519942784,960.3999509334571,7627.290610324031,22559.794847426907,125055.04961097536,67425.90755523079,OAS1_0113_MR1_mpr-3,22026.086874693887,99197.30993203947
291,1856.3159051613823,1359.9949305182706,1938.9789009381548,2706.612861719968,183942.65860242525,130327.64534160004,119371.53990134413,54114.078235328125,13853.76929221512,15809.898192277087,8353.764573208697,9430.098518219122,4795.825754982714,7402.2826218196205,3547.648818751695,1172.7169400862463,8682.015556438453,24822.56573182263,144392.01662305556,26264.53765815272,OAS1_0069_MR1_mpr-3,22731.6378386475,119371.53990134413
294,1093.8269441167124,991.2699493563183,1393.2659288184655,2037.7628958913103,143648.73566102955,96427.58507354386,90870.29935746391,44547.46572408346,10334.58947200895,12295.177371843109,7258.565629162078,9699.353504462964,3862.5228026648792,6474.810669203882,2974.8388480163835,1115.092943030239,6664.146659530764,18153.274072554723,113351.20420892128,16566.556153619662,OAS1_0229_MR1_mpr-3,17357.17111322738,90870.29935746391
304,1164.827940489293,1021.7969477967032,1815.8419072291865,1909.4809024451986,159956.32682787967,108481.29045772369,99903.20389597554,44874.68770736578,11400.976417527565,17099.235126405252,7470.539618332392,9820.0894982946,4822.236753633384,7516.501615984207,3506.145820872071,1131.5569421890982,8988.657540772205,22165.68786756171,140005.73284714948,19972.545979608672,OAS1_0018_MR1_mpr-3,25309.62570693888,99903.20389597554
314,1430.3099269258987,1497.5379234912407,2072.0628941389336,2171.1898890745656,173587.14613148523,126976.19251282475,124285.70065028116,58674.26300234966,12134.65338004423,15327.6402169155,9010.952539633161,10818.219447300442,4568.7597665834455,7864.303598215109,3362.0858282320523,1196.0409388946305,8669.324557086831,21698.864891411562,128054.24145774756,39619.58497584739,OAS1_0381_MR1_mpr-3,20982.68092800118,124285.70065028116
316,1645.7139159209742,2622.5778660132905,5823.453702481513,2771.0968584255,147979.796439757,87674.56852073284,97226.08903274854,41640.88387257984,13703.192299908053,12790.469346538792,7826.9166001252,9073.721536426314,3980.5147966367035,5284.600730011349,2078.5798938059825,977.2069500747928,7149.834634717112,20677.75394357981,107387.46351360698,62484.64980767815,OAS1_0399_MR1_mpr-3,21048.536924636617,97226.08903274854
318,913.7519533166892,894.8869542804963,1788.0589086486116,1525.663922054292,145996.91354106186,87750.37151686008,90399.70338150652,48574.28551835446,7931.188594797975,14334.312267664325,6749.21065518487,9202.689529837378,3810.3868053284914,6189.434683783655,2281.6358834319135,797.8179592397219,7811.138600931293,15965.620184321297,127042.73450942514,19821.625987319127,OAS1_0168_MR1_mpr-3,20742.23794028534,90399.70338150652
320,1241.6599365639697,1679.6709141861213,1949.611900394918,1352.7919308862697,134139.40414685843,94785.64415743013,84622.55467665929,46015.84864906422,11188.3164283923,12593.244356614956,6606.17966249228,8666.237557244545,3934.8957989673645,7116.220636434441,2538.199870324137,971.0329503902204,7269.884628583794,18166.308071888816,115887.34607935057,22163.972867649332,OAS1_0259_MR1_mpr-3,18504.84905459286,84622.55467665929
321,1352.7919308862697,1529.7799218440068,1852.5429053541436,1664.2359149746908,147363.0824712647,79961.52791478974,95577.63111696775,45601.161670250454,9591.651509965428,12940.360338880906,6726.2296563589625,7890.371596883304,3470.816822677019,4923.764748446349,1558.9349203544866,796.7889592922932,6750.239655132299,20120.03597207345,110065.26437679895,30238.878455104852,OAS1_0082_MR1_mpr-3,19798.987988475696,95577.63111696775
324,1208.388938263775,2294.6698827660102,4693.2687602223195,1666.9799148345007,123709.4606797211,85037.92765543802,77608.54803500278,41900.19185933188,10098.605484065301,12394.304366778742,6509.4536674339815,7212.260631527787,3358.312828424814,5960.996695454483,2479.203873338224,680.5119652328497,6552.671665225987,17925.522084190503,97232.94903239806,61991.7588328598,OAS1_0445_MR1_mpr-3,16553.179154303085,77608.54803500278
327,986.1249496191748,707.6089638484722,1896.4469031111016,1410.415927942277,125736.59057615564,72126.3793150851,92050.21929718216,47946.25255044046,7976.807592467314,12236.867374822148,5962.368695384388,8148.307583705431,3220.769835451844,4586.252765689735,1740.0389111019385,741.9089620960956,6702.562657568102,15409.960212709797,110276.8953659868,20285.361963626998,OAS1_0027_MR1_mpr-3,18012.644079739464,92050.21929718216
333,1210.103938176156,895.915954227925,2626.350865820529,2075.14989398122,162548.3776954526,109712.66039481339,116963.68002436099,45508.89467496434,10857.321445302732,13184.576326403985,7738.7656046288075,9029.474538686878,3987.7177962687047,6756.756654799347,2695.6368622807286,974.805950197459,6848.680650102979,18248.28506770064,122389.25374717006,18023.620079178705,OAS1_0431_MR1_mpr-3,17058.41812849058,116963.68002436099
335,1394.9809287308465,1734.893911364795,2291.2398829412477,1835.0499062478557,138063.32394638658,84770.73066908901,84352.95669043297,42127.25784773115,9728.85150295592,12184.731377485761,6289.24767868424,8850.77154781676,3175.836837747457,5486.284719707374,2316.9648816269655,829.7169576100117,6389.7466735497765,19421.002007786883,99739.93590431687,27483.55959587326,OAS1_0298_MR1_mpr-3,15771.825194222223,84352.95669043297
339,1071.5319452557571,1277.6749347239743,1984.597898607494,1829.9049065107122,141472.0577722354,89152.21244524044,99203.48393172403,43216.96879205815,9110.765534533746,14373.757265649092,7028.4126409205255,8475.52956698776,3905.054800491932,6664.146659530765,2232.2438859553354,894.2009543155439,7603.62361153317,17406.906110686436,129964.40836015771,21682.057892270226,OAS1_0407_MR1_mpr-3,20217.104967114225,99203.48393172403
346,1443.6869262424718,1453.6339257342827,3511.633820591691,1879.9829039522424,128913.799413833,74859.06017547328,69302.80345934075,29126.872511916896,9949.057491705664,10630.255456903466,6586.628663491135,8989.343540737158,3261.2438333840396,4250.112782863024,1824.4169067910923,821.8279580130584,6225.792681926136,16377.220163292779,100131.64188430471,42752.546815785325,OAS1_0056_MR1_mpr-3,16069.892178994072,69302.80345934075
349,1085.5949445372828,879.4519550690658,2146.4938903362768,1597.350918391825,165069.42756665288,114769.85213644299,107003.98953319856,46661.03161610202,12862.499342858802,15850.715190191757,7689.030607169753,10438.861466681727,4171.908786858443,6604.807662562375,3047.8978442838215,1201.8719385967263,7970.976592765218,20964.158928947465,134536.25512658345,11241.824425658593,OAS1_0261_MR1_mpr-3,19804.475988195314,107003.98953319856
350,1934.5199011659638,2353.3228797694464,4037.452793727759,1906.0509026204363,158621.3708960822,81243.31884930342,101063.22983671016,51811.17635298268,12013.231386247644,14557.94825623883,7064.42763908053,8166.143582794195,4093.7047908538616,4564.300766811255,1511.9439227552425,795.7599593448645,7540.511614757544,19849.751985882176,108881.91443725594,61602.79685273175,OAS1_0015_MR1_mpr-3,20815.29693655278,101063.22983671016
353,1314.7189328314075,1720.4879121007932,4254.228782652739,1821.3299069488062,132597.96222561024,84313.16869246573,86242.54359389454,36546.30513286033,10930.38044157017,14136.744277758013,6204.183683030134,8053.982588524466,3919.1177997734576,4156.473787647012,1575.0559195308697,587.2159699993138,7274.6866283384625,17231.976119623556,115498.04109924003,62055.556829600384,OAS1_0316_MR1_mpr-3,18916.79203354682,86242.54359389454
356,1252.635936003209,1142.1899416458616,2008.6078973808303,1583.2879191102993,154411.73211115133,98672.8629588333,94507.81417162438,45625.171669023795,10599.385458480603,14564.465255905878,7165.269633928543,9070.977536566503,4059.747792588714,6679.924658724671,3054.0718439683938,1041.3479467978486,7155.665634419209,19387.38800950421,124125.86265844724,22414.70585483946,OAS1_0216_MR1_mpr-3,19051.59102665998,94507.81417162438
361,1009.7919484100349,838.97795713687,1847.054905634524,2279.9208835195323,182926.34965434816,122495.58374173768,132357.17623791192,55590.00715992336,11761.126399127612,17432.288109389676,9192.39953036309,11695.956402457126,4661.712761834506,6926.884646107559,3300.0028314038536,1299.283933619977,8822.302549271233,24774.88873425843,137562.88697195373,16084.64117824055,OAS1_0421_MR1_mpr-3,22125.556869611995,132357.17623791192
363,942.2209518622167,827.315957732678,1078.391944905282,1866.9489046181454,158937.27387994278,106498.06455904609,99734.79090457971,48900.821501671824,9405.745519463308,15024.771232388985,6669.634659250383,9316.22252403701,3812.1018052408726,7025.668641060715,3053.0428440209653,1022.8259477441318,7552.173614161736,19581.182999603287,113740.85218901429,11388.62841815842,OAS1_0209_MR1_mpr-3,17052.587128788484,99734.79090457971
366,1306.1439332695018,1906.7369025853886,5441.008722020511,1762.6769099453702,119024.4239190782,73386.5612507028,80257.8798996492,36709.91612450149,9453.76551700998,12124.020380587468,5878.333699677711,7507.2406164573495,3635.799814248088,6223.734682031279,2138.9478907217995,737.7929623063808,6855.540649752504,15136.589226676238,125562.68958504018,72921.7962744475,OAS1_0382_MR1_mpr-3,18887.294035053863,80257.8798996492
374,894.2009543155439,1150.4219412252912,1206.3309383689175,1412.4739278371344,147418.64846842585,100424.90686932189,103900.1826917711,45446.46867815367,10267.704475426086,14513.015258534444,7291.150627497322,9540.201512593992,4192.488785807016,6754.355654922014,2984.0998475432416,1077.7059449403293,6980.049643391376,18876.6610355971,117859.59597858891,26098.182666651745,OAS1_0293_MR1_mpr-3,18849.56403698148,103900.1826917711
375,1157.6249408572921,1751.3579105236545,2837.63885502589,1440.9429263826619,117733.02898505518,81321.86584529048,85435.46463512797,33421.91829248431,10897.109443269976,10733.84145161129,6041.258691353922,7617.686610814696,3407.3618259189157,4732.37075822461,1860.7749049335732,727.84596281457,6060.466690372591,16246.537169969331,103658.71070410784,39561.96097879139,OAS1_0053_MR1_mpr-3,17526.270104588166,85435.46463512797
376,975.8349501448877,1178.5479397883423,2693.235862403395,1463.9239252085697,151655.3842519723,97004.85404405138,104719.26664992436,50995.522394654196,10448.122466208584,12985.636336567768,5816.593702831988,8786.630551093705,3390.897826760056,5778.5207047771255,2578.330868273856,828.3449576801067,7215.69063135255,18322.71606389798,113099.7852217662,26305.697656049866,OAS1_0358_MR1_mpr-3,18056.548077496424,104719.26664992436
377,1115.7789429951915,759.0589612199074,2541.972870131375,1836.0789061952844,158427.91890596555,95770.3971071194,110361.95936164091,54964.375191886706,9522.365513505229,15142.76322636081,8021.3975901892245,8768.79455200494,3779.51680690563,5565.5177156593845,2423.294876194598,991.2699493563182,7425.263620645528,19286.546014656204,123712.54767956337,16163.531174210084,OAS1_0104_MR1_mpr-3,18505.535054557815,110361.95936164091
398,1708.1399127316488,2024.7288965572134,5142.598737266187,1890.2729034265294,139043.27489632118,88228.85649241443,87288.00754048213,47007.80459838549,11378.338418684132,11358.44441970051,6522.1446667856035,8325.638574645645,3618.649815124276,3624.480814826372,1947.5539005000605,888.7129545959241,6493.6756682400755,18958.9810313914,118771.63293199323,48973.19449797431,OAS1_0158_MR1_mpr-3,19100.297024171607,87288.00754048213
400,1181.9779396131048,972.7479503026016,1651.2019156405938,1840.1949059849992,180024.5698025992,114089.68317119262,123293.05870099494,51412.61037334529,11837.958395202288,16428.327160681736,8453.920568091757,10559.254460530885,4048.7717931494744,6456.631670132641,2816.715856094839,1190.8959391574867,7424.920620663052,20965.18792889489,139673.02286414753,12992.83933619977,OAS1_0285_MR1_mpr-3,18426.64505858828,123293.05870099494
405,984.7529496892698,1120.5809427498587,2257.625884658577,2189.368888145806,177154.34594923808,109817.27538946865,109291.45641633257,55290.22517523913,12224.176375470528,17081.742127298963,8295.111576205261,11138.238430950769,4526.227768756393,8147.278583758003,2926.132850504758,1379.2029295369398,9796.422499503738,21229.640915384072,129157.32940139112,16350.809164642109,OAS1_0314_MR1_mpr-3,23591.195794732947,109291.45641633257
412,1309.2309331117879,1397.7249285906564,2630.466865610244,1905.0219026730076,127855.30146791134,79861.0289199242,84740.54667063111,32344.898347508934,11249.027425290593,11431.160415985472,6638.078660862569,8470.04156726814,3519.5228201886443,4573.218766355637,2276.1478837122936,892.1429544206865,6409.983672515874,18126.86307390405,104730.58564934609,39976.99095758764,OAS1_0122_MR1_mpr-3,18436.93505806257,84740.54667063111
414,1227.9399372649202,912.0369534043081,1687.2169138005984,1769.879909577371,158854.61088416597,112275.5562638758,110869.59933570572,54293.810226145666,12539.393359366188,16328.171165798676,7080.205638274437,9814.601498574979,4028.534794183376,7010.576641831762,3066.7628433200143,998.8159489707955,7669.479608168607,19315.01501320173,128796.8364198086,14889.972239275823,OAS1_0177_MR1_mpr-3,19828.142986986175,110869.59933570572
416,1245.4329363712081,1205.644938403965,1787.372908683659,3035.206844932201,197166.33692683151,125984.23656350348,129324.71339283953,60224.96592312472,12869.359342508327,17637.402098910465,7698.977606661564,12908.804340493094,4811.260754194144,7795.360601737386,3580.233817086938,1285.906934303404,8781.828551339036,25568.59069370844,140818.2998056357,12850.837343454608,OAS1_0005_MR1_mpr-3,21861.103883122818,129324.71339283953
417,1196.3839388771066,1980.1388988353028,2593.079867520334,2709.356861579778,143786.96465396747,95257.61213331742,97277.53903011997,42933.65080653277,10843.258446021207,13284.732321287047,6088.592688935642,9626.980508160479,3831.995804224494,6480.9846688884545,3109.9808411120202,907.577953632117,7845.09559919644,19379.842009889733,105680.00960084029,51868.45735005621,OAS1_0423_MR1_mpr-3,20963.81592896499,97277.53903011997
420,1026.2559475688943,891.456954455734,2385.221878139736,2009.636897328259,157281.61296453,111804.96028791841,105805.54759442658,56392.97011890022,12081.83138274289,17021.03113040067,7659.189608694322,10255.699476039417,4422.64177404857,7383.417622783428,3327.0998300194765,934.3319522652633,8440.200568792707,21278.689912878173,125114.04560796128,15489.193208661807,OAS1_0074_MR1_mpr-3,21792.50388662757,105805.54759442658
425,1144.9339415056713,1105.4889435209045,2189.368888145806,1755.4739103133693,155168.39007249393,104927.81063926991,110311.88136419936,51751.83735601429,10767.798449876434,14508.899258744728,6324.233676896816,9509.674514153608,3652.263813406947,6835.646650768882,3063.6758434777284,1091.4259442393789,7388.219622538096,19549.970001197948,127113.04950583277,12613.82435556353,OAS1_0034_MR1_mpr-3,19538.651001776234,110311.88136419936
431,804.6779588892466,662.3329661616092,2185.5958883385674,1306.486933251978,152994.11318357708,96282.15308097395,96105.1650900162,47989.12754825,9639.328507529623,14289.379269959936,7885.569597128636,10541.761461424598,4028.8777941658527,7250.676629565125,2873.653853185894,1079.7639448351867,7190.99463261426,19137.34102227904,121139.01881104418,14523.991257973683,OAS1_0050_MR1_mpr-3,19443.640006630318,96105.1650900162
444,1043.405946692706,794.0449594324833,2272.374883905055,1484.5039241571437,185580.48351874927,99534.13591483113,118223.17596001373,40955.22690760985,8742.040553371793,14732.535247319232,7586.816612391835,8857.97454744876,3619.678815071705,5827.5697022712275,2194.856887865426,1133.6149420839556,7010.233641849285,22659.264842345015,125578.12458425161,16551.12115440823,OAS1_0099_MR1_mpr-3,17133.1921246704,118223.17596001373
446,1412.4739278371344,1937.60690100825,3057.15884381068,1887.1859035842433,158493.43190261855,99781.43890219649,94581.55916785676,41936.20685749188,11009.61343752218,13579.026306251655,6757.099654781823,9238.704527997383,4185.285786175016,5944.8756962781,2653.790864418628,859.9009560679203,7937.0195945000705,21638.839894478217,124435.2486426408,36746.27412264397,OAS1_0060_MR1_mpr-3,22829.39283365323,94581.55916785676
449,841.72195699668,800.2189591170555,2055.2558949975983,1783.2569088939442,199912.7377865187,127705.41047556921,132966.00120680727,72033.42631983405,13381.115316362868,17001.13713141705,7668.793608203656,11470.605413970241,4224.044784194831,7278.116628163224,3049.955844178679,1245.089936388732,8542.757563553101,26743.708633672017,165040.61556812492,9050.054537635453,OAS1_0359_MR1_mpr-3,22979.283825995342,132966.00120680727
452,1055.7539460618505,860.2439560503966,1648.4579157807839,1124.6969425395737,187332.52742923785,128053.55545778261,128990.97440989016,50600.386414841574,11829.726395622858,17175.0381225325,7517.530615931636,9342.63352268768,4255.600782582644,8545.501563412912,3041.380844616773,1120.923942732335,8181.921581988103,24265.533760281225,132147.94624860142,21198.427916978733,OAS1_0009_MR1_mpr-3,18909.932033897294,128990.97440989016
459,895.5729542454488,654.786966547132,2053.197895102741,1261.210935565115,179498.06482949818,107149.76452575096,115581.39009498176,53836.93424948732,11834.18539539505,15124.584227289568,6936.1456456344185,9064.803536881931,3804.212805643919,6377.741674163108,2907.9538514335177,974.805950197459,6919.338646493083,22523.779849266903,120720.55883242318,17091.00312682582,OAS1_0419_MR1_mpr-3,17669.987097245707,115581.39009498176
463,1331.8689319552193,1236.514936826826,2799.2228569885515,1962.9888997114913,127806.93847038221,80064.7709095151,82571.4147814514,33723.07227709844,11050.77343541933,7215.347631370074,6661.74565965343,8555.105562922246,3289.0268319646148,4380.109776221517,2190.054888110759,844.1229568740137,4336.891778429512,18482.21105574943,79228.53695223804,29241.43450606396,OAS1_0291_MR1_mpr-3,9457.881516799696,82571.4147814514
465,1084.565944589854,1067.0729454835662,2148.551890231134,1568.5389198638213,171926.6832163178,116406.64805281957,113569.69519775864,53646.56925921301,11383.483418421278,16125.801176137698,6770.819654080873,11648.279404892932,4253.19978270531,6589.715663333422,3080.482842619064,1174.0889400161514,8149.679583635337,22846.542832777042,148776.2423990668,10093.117484345683,OAS1_0141_MR1_mpr-3,20307.99996247043,113569.69519775864
467,1336.3279317274105,2222.2968864635245,4430.873773628,1065.0149455887088,136825.09400964738,79277.58594973212,87405.31353448899,38569.66202948764,10578.805459532032,12406.995366130363,8691.27655596531,9583.07651040352,4171.908786858443,4877.459750812057,1728.719911680223,748.4259617631441,7770.32160301662,19481.02700472023,103775.33069814976,56191.97212916915,OAS1_0166_MR1_mpr-3,18611.52204914297,87405.31353448899
469,1459.4649254363787,1765.0779098227038,2099.5028927370327,1767.8219096825137,157231.191967106,103107.16673228606,108747.45844412527,44169.13674341217,10688.9084539069,11881.862392959247,7252.734629459983,8368.513572455175,3838.5128038915427,6248.087680787092,2364.9848791736385,888.7129545959242,6613.725662106757,22384.864856364027,113506.583200983,44696.67071646062,OAS1_0146_MR1_mpr-3,18777.191040678994,108747.45844412527
471,742.5949620610481,763.1749610096222,1973.9648991507306,1812.7549073869004,161909.7117280818,98806.63295199902,111668.44629489287,53690.47325696997,9865.022495998986,15761.192194765463,7537.081614932781,11277.49642383612,4384.568775993708,6688.1566583041,2500.126872269275,1046.8359465174683,8284.478576748497,19047.818026852743,133008.5332046343,13132.097329085122,OAS1_0410_MR1_mpr-3,20063.440974964873,111668.44629489287
477,1027.6279474987991,830.4029575749643,1617.2449173754467,1557.905920407058,154603.12610137308,97228.83303260834,96011.86909478267,44375.62273286286,11328.60342122508,15301.915218229784,7560.748613723641,11941.887389892589,4561.556766951446,6882.637648368125,2877.769852975609,1180.2629397007236,8212.105580446012,19358.919010958685,136357.92803351473,8550.303563167578,OAS1_0437_MR1_mpr-3,18939.773032372726,96011.86909478267
479,949.4239514942177,793.3589594675309,2444.2178751256483,2427.410875984313,185593.17451810086,118865.6149271917,122391.6547470474,57436.7190655754,10561.65546040822,17033.722129752292,8461.466567706233,11669.888403788933,4619.866763972405,6618.870661843901,2938.480849873903,1179.9199397182474,8708.083555106647,19584.269999445572,150890.4942910503,19606.907998289003,OAS1_0126_MR1_mpr-3,20240.42896592261,122391.6547470474
482,1413.8459277670395,1324.3229323407422,2044.622895540835,2239.10388560486,186093.95449251618,119510.11189426456,131646.48027422116,60339.87091725426,13870.91929133893,16300.731167200578,8891.93154571391,12176.842377888806,4892.894750023488,7239.700630125886,3211.851835907462,1251.2639360733042,8516.003564919956,24678.505739182612,136198.09004168079,24666.15773981347,OAS1_0091_MR1_mpr-3,20352.589960192337,131646.48027422116
484,1046.8359465174683,815.3109583460099,1843.6249058097615,2393.4538777191656,148245.62142617605,102840.31274591954,103614.4637063684,46208.95763919834,9744.629502149826,14708.868248528372,6424.732671762353,8710.141555001504,3728.409809516671,6673.750659040099,2552.6058695881384,968.2889505304106,7181.04763312245,19030.325027746454,124334.06364781031,20838.96393534364,OAS1_0224_MR1_mpr-3,17967.025082070126,103614.4637063684
487,902.7759538774498,1210.7899381411085,2566.3258688871883,940.5059519498355,130572.20432910562,82890.40476515432,72888.86827612978,40757.658917703535,9150.210532518513,12129.165380324612,7266.454628759032,8511.88756513024,4062.148792466048,6781.795653520112,2661.336864033105,860.9299560153491,6535.1786661197,16765.496143455875,104543.99365887902,28146.23556201734,OAS1_0453_MR1_mpr-3,17937.184083594693,72888.86827612978
494,1215.934937878252,1117.4939429075725,1823.3879068436636,1367.5409301327477,161136.5897675804,102639.65775617096,109942.47038307248,54107.90423564355,12283.515372438917,13847.595292530546,7148.119634804731,9337.831522933015,3936.9537988622214,5845.405701359992,3056.8158438282035,1059.8699458515653,7110.732636714822,19991.41097864486,135234.94609088753,34931.80421534469,OAS1_0262_MR1_mpr-3,19578.781999725954,109942.47038307248
497,1030.7149473410852,864.0169558576353,2000.375897801401,3088.3718422160173,168290.5404020872,99699.80490636715,111264.39231553586,48433.998525521674,10418.281467733152,14942.108236612214,7849.211598986155,10670.386454853186,4134.521788768533,5689.340709333304,2828.7208554815074,1190.5529391750106,7955.884593536264,19694.37299382044,119812.63787880859,15587.977203614962,OAS1_0250_MR1_mpr-3,20424.276956529873,111264.39231553586
499,768.3199607467657,1213.8769379833946,1816.527907194139,1788.0589086486116,131876.63326246274,92187.41929017265,86942.26355814606,39093.08000274637,10320.526472727426,10708.459452908048,6995.1416426203305,8478.273566847569,3531.184819592836,5741.1337066872165,2449.362874862792,947.7089515818365,6159.250685325746,16385.452162872207,112635.36324549338,26541.33864401104,OAS1_0449_MR1_mpr-3,18007.156080019846,86942.26355814606
500,1002.588948778034,1074.9619450805196,1822.7019068787113,1868.3209045480505,156970.16898044158,110374.993360975,93838.96420579572,48471.38552361158,11462.716414373288,15412.704212569606,7587.502612356788,9788.533499906785,4047.7427932020455,7495.235617070681,3049.955844178679,1041.0049468153723,8185.008581830389,20133.069971407545,138847.07890634474,22122.126869787233,OAS1_0357_MR1_mpr-3,22102.575870786088,93838.96420579572
501,1425.1649271887552,2044.2798955583587,2777.9568580750247,1828.532906580807,153732.93514583085,94124.68319119843,89919.50340603979,40440.38393391303,11970.356388438115,13391.405315837155,7341.228624938851,8405.557570562607,3370.6608277939586,5719.86770777369,2923.045850662472,954.5689512313612,7087.408637906437,19717.010992663876,114531.467148622,65019.762678160005,OAS1_0337_MR1_mpr-3,18883.8640352291,89919.50340603979
507,1145.6199414706239,961.7719508633621,1973.2788991857783,1654.631915465356,155625.26604915224,104391.01566669461,94475.22917328913,47500.00957323889,11543.321410255203,15550.933205507528,7508.612616387254,10532.50046189774,4339.978778271798,6773.220653958207,3173.4358378701236,1044.777946622611,8311.232575381644,20381.401958720344,127765.77847248505,10985.603438748843,OAS1_0174_MR1_mpr-3,19265.966015707625,94475.22917328913
508,1316.0909327613126,1263.2689354599725,1695.1059133975518,2079.265893770935,120532.25184204373,89147.75344546826,85923.55361019165,32545.896337240003,9467.142516326554,13201.726325527798,7026.354641025668,9896.235494404324,3704.399810743335,6726.915656323915,2563.924869009855,830.059957592488,7229.753630634075,16679.060147871864,119957.72687139604,35430.86918984762,OAS1_0446_MR1_mpr-3,22553.620847742335,85923.55361019165
511,1196.0409388946305,913.408953334213,1922.1719017968194,1783.9429088588968,155409.17606019223,102559.05276028902,96798.02505461819,47991.52854812733,11570.761408853301,15141.048226448427,7388.562622520572,9716.1605036043,4361.930777150277,6831.1876509966905,3293.1428317543296,954.9119512138375,7962.058593220836,18390.2870604458,129413.89338828335,13604.06530497242,OAS1_0068_MR1_mpr-3,23776.072785287637,96798.02505461819
514,969.3179504778393,848.5819566462046,1586.0319189701092,1365.8259302203667,148903.83839254797,96937.9690474685,94872.4231529966,47568.60956973413,9689.74950495363,14529.479257693301,7790.901601965195,9303.53152468539,4299.161780357126,7509.2986163522055,2970.7228482266687,1055.7539460618505,7819.713600493198,19399.736008873362,130116.70035237717,24879.16072893121,OAS1_0071_MR1_mpr-3,19949.907980765238,94872.4231529966
521,1000.1879489007003,799.8759591345794,1527.0359219841969,1786.3439087362303,171161.79325539578,115256.91211155924,114669.35314157745,49374.16147748903,9818.374498382218,15052.897230952036,8635.367558821685,11052.831435314187,4276.86678149617,7276.7446282333185,3256.7848336118486,1131.8999421715744,7541.883614687448,20900.70393218936,129755.52137082968,27809.752579208154,OAS1_0102_MR1_mpr-3,17733.44209400381,114669.35314157745
527,1157.9679408397683,1817.5569071415678,3631.683814458373,1700.2509131346953,141972.15174668573,86653.1145729186,85877.93461252231,38934.271010859884,9710.329503902205,12491.030361837038,6440.853670938735,8606.898560276157,3662.8968128637107,5021.519743452076,2190.3978880932345,838.9779571368701,6765.674654343729,17258.04411829175,90698.4563662433,53531.66426508347,OAS1_0084_MR1_mpr-3,17830.85408902706,85877.93461252231
529,856.8139562256342,1211.475938106061,2230.5288860429546,1691.3329135903134,115777.24308497568,64555.68370186965,74018.02421844154,31750.47937787762,7742.881604418522,11224.67442653478,6838.047650646215,8520.11956470967,3365.515828056815,4622.953763814691,1968.1338994486346,746.0249618858104,5913.319697890286,14949.997236209165,91709.27731460077,21880.31188214149,OAS1_0287_MR1_mpr-3,16951.745133940472,74018.02421844154
