,whole_brain,cortical_gm,combined_cerebral_wm,frontal,temporal,parietal,occipital,insula,thalamus,caudate,putamen,pallidum,hippocampus,amygdala,accumbens_area,ventraldc,cingulate,cerebellum,cerebellum_white_matter,cerebellum_cortex,lateral_ventricle,inf_lat_vent,total_lateral_ventricle,HippocampusOccupancyScore,subject
294,1139522.4307821437,465193.38323341083,475558.8427038427,168821.8473749429,105931.42858799538,98869.74494877465,50923.83539831666,13457.261312472592,13313.887319797526,6643.223660599713,9574.158510859139,3905.3978004744085,5862.555700483803,2484.691873057844,940.1629519673593,7676.682607800609,27189.265610908646,134910.468107465,26459.018648216745,108451.44945924827,130041.92635619733,6578.739663894182,136620.6660200915,0.47231173284185046,OAS1_0115_MR1
285,973612.653258424,406899.8502116098,389621.91209433443,140181.69183815978,105064.66763227791,89633.7844206371,41908.76685889378,11000.352437995323,13170.170327139984,5812.477703042274,8781.48555135656,3618.3068151418,7083.978638081675,3004.6798464918156,873.2779553844936,7113.476636574632,19110.587023645894,120208.1168586037,23368.588806105872,96839.52805249783,18957.266031479016,1456.3779255940926,20413.64395707311,0.8294070434501235,OAS1_0116_MR1
356,1182719.848575201,517799.6335457734,450982.20795945544,182163.8606933035,129882.77436432836,115349.52210682782,53948.06624380962,12470.450362888465,15926.518186319005,7537.424614915257,10151.427481366642,4430.873773628,6805.462652310973,3612.8188154221803,1106.5179434683332,8322.894574785834,23984.959774615665,146853.7274972875,27025.99761924996,119827.72987803754,56641.302106213014,2382.13487829745,59023.43698451047,0.742833472129081,OAS1_0117_MR1
406,1186141.6164003839,519750.27444611577,451440.1129360612,181984.47170246844,130467.93233443281,116227.2590619845,54391.56522115139,12530.475359821805,16012.268181938065,7568.637613320595,10266.33247549618,4498.787770158295,6649.397660284286,3532.8998195052172,1126.0689424694783,8343.47457373441,24148.570766256827,147366.16947110702,27092.196615867873,120273.97285523912,55732.009152668514,2390.023877894403,58122.03303056292,0.7382773899579427,OAS1_0117_MR2
435,1147016.9803992496,504226.4382392239,432094.9139244016,176840.5009652723,120048.62186675223,117627.04199047002,53433.223270112794,12320.55937054635,15753.303195168508,7135.771635435587,11836.92939525486,4492.956770456198,7784.384602298147,3294.514831684234,1092.4549441868076,8168.201582689053,23956.490776070135,142900.65269924892,28297.84155427184,114602.81114497707,15270.016219859492,1875.8669041625276,17145.88312402202,0.805679267203341,OAS1_0119_MR1
279,1156511.5629141743,454986.73275486554,487152.5851115219,156087.28702554776,108003.14848215182,105595.28860516867,51367.33437565843,11384.169418386231,16173.478173701897,8029.972589751131,10877.55844426883,4550.580767512206,8176.776582250959,3758.2508079921035,1100.343943783761,8849.05654790438,22549.504847952623,138000.21194961094,28425.780547735474,109574.43140187545,67442.02855440718,4363.302777080182,71805.33133148735,0.6524958675061321,OAS1_0120_MR1
381,1211249.901117609,525710.9281415879,485163.1852131597,180900.93475782598,129508.21838346432,118691.71393607625,60120.69392845195,12018.719385967264,16778.87314277245,8876.153546520001,10131.190482400543,4147.212788120154,8980.425541192777,3730.467809411529,1223.480937492729,8180.892582040674,24470.64774980201,131174.85529831634,22963.50582680144,108211.3494715149,23303.07580945291,1398.410928555609,24701.486738008516,0.8649132841148566,OAS1_0121_MR1
199,867899.3726592837,340293.71261449717,364428.563381455,121591.09278794788,78421.11499348897,80718.18587613231,30791.79442685654,10934.496441359886,11324.487421435366,6540.323665856844,8459.751567793854,3551.7648185414105,4707.331759503845,2336.858880610587,872.2489554370649,6587.657663438564,17837.02808871163,107165.88552492735,20314.516962137477,86851.36856278987,37328.00209292367,2580.3888681687135,39908.39096109239,0.6458440801592229,OAS1_0122_MR1
325,935560.5782024931,371020.6800446657,390139.15606790857,132812.68021464034,86901.10356024891,86044.63260400576,39264.236994002014,9445.876517413028,11702.1304021417,7806.679601159101,8965.333541963822,3139.478839604976,5784.3517044792225,2976.896847911241,829.7169576100117,5922.237697434668,16552.15015435566,117588.96899241516,22253.49586307563,95335.47312933953,32700.589329336784,3181.324837467077,35881.914166803865,0.6472650828031369,OAS1_0123_MR1
62,1038374.4799497619,407800.9111655748,444644.2542832596,149589.49535751797,95845.17110329922,87406.68553441888,42854.417810580766,11219.529426797637,13910.364289323697,6666.890659390574,8826.418549060949,3797.009806011918,5775.43370493484,2317.3078816094417,847.8959566812521,7138.17263531292,20885.611932960404,124659.22763119779,23177.880815849083,101481.3468153487,81485.13383694917,3617.6208151768474,85102.75465212602,0.6168442218296519,OAS1_0124_MR1
168,1179418.8167438495,483032.4693220173,480333.05945992935,163139.36666525912,116490.34004854377,116857.00702981089,54008.434240725444,10335.61847195638,16461.255158999455,8777.369551566846,10862.123445057401,4262.117782249692,8246.405578693635,3392.955826654914,1221.765937580348,8965.676541946299,22201.70286572172,143520.79666756594,29227.71450676491,114293.08216080102,19550.6560011629,1468.725924963237,21019.381926126138,0.8484488342677012,OAS1_0125_MR1
153,1229498.8721852752,519047.8104820044,483530.84829655534,186031.87149568798,125107.52860829422,118972.97392170677,57256.64407477538,11018.531437066564,17129.762124845638,8359.595572910792,11808.117396726855,4641.818762850884,7431.7806203125765,3478.362822291496,1207.7029382988226,8917.31354441715,20660.26094447352,154275.56111810828,28019.668568483612,126255.89254962467,16940.08313453628,1844.9969057396665,18785.08004027595,0.8006737752045632,OAS1_0126_MR1
6,1158477.9818137102,477355.47661205323,468517.39606358804,168448.3203940263,112041.9732758095,110920.70633309468,50427.85742365602,12158.320378835091,16626.238150570523,7643.75460948289,10948.216440658936,4236.735783546451,7393.707622257715,3372.7188276888155,1244.7469364062558,8480.331566742427,23358.298806631585,141612.00176508568,28661.42153569665,112950.58022938904,19180.559020071043,1618.6169173053515,20799.175937376396,0.8202046550391588,OAS1_0127_MR1
84,1155662.294957563,477368.5106113872,454874.22876061336,160598.76579505764,117714.16398601898,112573.96624863014,51845.81935121278,12434.43536472846,16872.169138005986,8952.985542594677,11331.347421084889,4441.163773102287,7781.9836024208125,3269.8188329459454,1125.7259424870022,8537.612563815957,22201.359865739243,152204.87022389926,27813.182579032917,124391.68764486632,17091.346126808297,1518.8039224047673,18610.150049213065,0.8365904526345096,OAS1_0129_MR1
159,1044617.422630812,407239.7631942438,435410.69475499936,136955.43400298833,103230.98972595998,94595.27916715582,40965.85990706662,11191.746428217062,13330.351318956386,4899.411749690536,9099.103535129554,3774.7148071509628,8115.722585370189,3129.5318401131653,856.8139562256342,7908.5505959545435,20300.45396285595,141305.01678076945,27170.74361185493,114134.27316891453,22387.60885622384,1342.5019314119827,23730.110787635822,0.8581001573983197,OAS1_0130_MR1
48,1218801.7317317887,514061.6197367474,483950.6802751062,181302.93073728812,124968.61361539134,111651.98229573402,58953.46498808531,13094.710330995213,16374.819163415443,8057.755588331705,12120.93338074518,4910.0447491473,8110.234585650569,3500.314821169975,1302.027933479787,8608.613560188538,24089.917769253392,147129.4994831984,28201.11555921354,118928.38392398486,14160.068276566397,1719.1159121708884,15879.184188737285,0.8252126681588607,OAS1_0131_MR1
79,1200604.5536614768,500352.9394371198,485961.68917236436,166099.7995140115,124211.95565404878,119426.07689855786,55135.87518312482,12481.083362345229,16796.709141861214,7784.384602298147,9990.903489567765,4292.301780707601,8346.904573559172,3264.6738332088016,1235.8289368618734,8369.199572420126,22998.148825031538,144129.62163646123,26689.171636458297,117440.45000000295,12082.174382725367,1361.3669304481755,13443.541313173544,0.8598096272743316,OAS1_0132_MR1
424,972269.1223270647,387717.5761916264,407362.21418798773,129637.52937685786,99178.1019330208,86310.11459044236,41986.97085489836,10579.491459496983,13250.089323056945,6510.482667381411,9581.704510473617,3863.5518026123077,7124.795635996347,3092.487842005732,1174.7749399811037,7550.4586142493545,20025.367976910013,116517.43704715942,23185.42681546356,93332.01023169584,9964.492490917095,707.2659638659959,10671.75845478309,0.9098358147759174,OAS1_0133_MR1
246,858612.9911337222,336071.38283021474,348696.5261852,128924.08941330729,71991.58032197195,74003.61821917754,35853.78816824081,8758.161552548177,12891.654341369282,6647.682660371905,7499.351616860396,3670.7858124606637,3790.835806327346,1573.6839196009648,767.290960799337,6094.080688655262,16540.14515496899,117271.0080086597,24749.849735537668,92521.15827312203,77896.6680202828,4982.074745467309,82878.74276575011,0.4324429706729521,OAS1_0134_MR1
40,1119310.4708147668,450779.8379697945,488446.03804543975,163430.23065039897,104947.01863828859,96961.29304627689,50825.051403363505,12461.532363344082,15182.551224328054,6548.898665418749,9441.417517640835,3659.466813038948,7841.665599371678,3207.0498361527943,1161.3979406645308,7748.026604155666,22154.711868122475,117104.65301715872,23692.037789580958,93412.61522757776,26150.66166397061,1737.637911224605,27888.299575195215,0.8185043211150794,OAS1_0135_MR1
340,954802.1912194452,388817.5771354276,384329.4223647262,135687.3630677737,92997.92824876399,87163.49854684324,46410.64162889436,8290.652576433069,14135.029277845631,5181.014735303525,8856.259547536381,3515.7498203814057,6194.236683538323,2746.057859704735,769.6919606766708,7105.587636977678,18267.493066719308,123439.17669352982,24835.599731156726,98603.5769623731,10996.92243817056,1310.6029330416927,12307.525371212254,0.825387074648023,OAS1_0136_MR1
39,870787.775511716,335353.1408669095,364704.6783673484,118466.36294758937,74609.35618823057,80082.60690860385,37597.25707916752,9030.846538616783,11411.952416966804,5988.779694035058,7954.169593623883,3687.9358115844752,4043.6267934123307,1746.555910768987,654.1009665821796,6274.498679437762,15566.711204701436,117732.34298509022,22193.813866124765,95538.52911896547,68070.74752228611,7131.312635663396,75202.06015794951,0.36440098938728877,OAS1_0137_MR1
384,1029172.4764198894,407637.30017393373,414789.5358085282,137280.5979863758,100955.18484223017,97850.34900085529,38880.763013593576,11171.509429250964,14099.014279685627,8448.775568354613,9764.52350113345,4216.155784597877,7657.817608764416,3317.1528305276656,913.408953334213,8117.437585282571,21498.895901627915,138318.85893333136,26060.109668596884,112258.74926473448,60998.7738835911,4377.708776344183,65376.48265993529,0.636386962275652,OAS1_0138_MR1
346,1057096.7909932446,420072.4215386271,457817.5116102419,142959.9916962173,105409.72561464901,96272.20608148212,42376.961834973845,11463.059414355765,12811.735345452318,7003.716642182237,9180.39453097642,3925.634799440506,6656.6006599162865,2899.378851871612,996.757949075938,7095.640637485867,21590.47689694907,119321.11890392014,23322.96980843653,95998.14909548362,22402.357855470316,1804.5229078074708,24206.880763277786,0.7866720542620708,OAS1_0139_MR1
115,1076401.8590069548,445776.4972254137,423112.0873833315,156953.01898131776,110756.40934148856,98872.83194861695,50499.88741997603,10686.507454029568,16064.404179274452,7177.6176332976875,9806.369498995551,4056.6607927464274,7206.429631825691,2950.485849260571,1057.4689459742317,8757.13255260075,18007.842079984795,139670.2788642877,27250.662607771894,112419.61625651583,10122.615482838639,1711.569912556411,11834.185395395049,0.8080425628640933,OAS1_0140_MR1
399,1164779.5774917635,491252.4639020603,452404.28588680195,167068.77446450683,124725.08362783323,110745.09034206686,53690.13025698749,11693.212402597317,16093.559177784931,6708.393657270199,11661.99940419198,4316.654779463413,7017.779641463761,3288.683831982138,1253.6649359506378,8308.83157550431,23330.172808068535,152202.4692240219,25589.51369263949,126612.95553138241,7698.6346066790875,1815.4989072467101,9514.133513925797,0.7944667691112324,OAS1_0141_MR1
19,991494.2713448579,419746.22855529224,385555.64730207867,149546.9633596909,103415.52371653219,91209.5263401329,43028.318801696216,11894.553392310867,14077.062280807148,6744.408655430203,8503.655565550811,4032.307793990615,5661.55771075273,2474.401873583557,865.3889557875401,7867.733598039871,20651.34294492914,123558.19768744908,23733.197787478108,99824.99989997096,52858.01229950015,4326.944778937701,57184.95707843785,0.5668221838350105,OAS1_0142_MR1
308,1035338.9301048471,443452.3293441547,408007.74015500804,150294.7033214891,111651.98229573402,99132.13993536898,46690.186614612496,11627.35640596188,13164.682327420363,6750.582655114775,9534.713512874372,3694.795811234,7990.527591766364,3338.4188294411924,912.7229533692605,7462.650618735439,24055.96077098824,122616.66273555181,23825.121782781738,98791.54095277007,17282.054117065087,2068.289894331695,19350.34401139678,0.7942921836355628,OAS1_0143_MR1
97,1393452.5208089324,604891.4450962791,544900.0621612207,210573.86324184504,150810.57529513334,125150.06060612129,75071.03416464358,16494.526157299653,19023.46502809693,7890.71459686578,14016.008283926378,5133.680737721805,8629.53655911959,4245.310783108357,1494.793923631431,10176.809480069884,26791.385631236215,160772.6667861731,31919.5783692384,128853.08841693471,18372.108061374558,1313.6899328839788,19685.797994258537,0.8676124170985335,OAS1_0144_MR1
320,1210503.190155758,489013.0170164729,503793.5722613388,169034.85036406064,116368.91805474719,113627.31919481466,56934.224091247714,12016.661386072406,17182.927122129455,8573.627561975962,11849.277394624003,4956.692746764067,7605.338611445552,3030.4048451775334,1300.3129335674057,8523.206564551956,21031.043925530328,143636.38766166044,26957.397622754714,116678.9900389057,30902.92642117884,1847.054905634524,32749.981326813366,0.804615743391731,OAS1_0145_MR2
301,1209638.830199918,489422.90199553204,502236.0093409143,170683.6512798239,115051.11212207351,114782.5431357946,56350.438121073166,11899.355392065534,17087.91612698354,8632.96655894435,11996.767387088785,4908.672749217394,7469.853618367439,3017.3708458434367,1278.3609346889268,8682.015556438451,20655.80194470133,143650.79366092442,26612.682640366096,117038.11102055834,30617.207435776138,1947.2109005175844,32564.418336293726,0.7932209281099025,OAS1_0145_MR1
136,1001072.5458555063,427849.6031412933,398648.299633179,149655.00835417095,100978.50884103855,101895.69079418,42690.46381895713,10379.865469695815,11828.354395692953,7229.067630669122,8447.060568442232,3886.8758014206915,6539.294665909414,2357.4388795591613,868.13295564735,6820.554651539927,22250.06586325087,116586.38004363712,20991.941927528038,95594.43811610909,42658.90782056931,2026.1008964871185,44685.00871705643,0.7634984782941286,OAS1_0146_MR1
284,1282350.0244851254,543248.5172455977,511795.4188525269,187805.86740505503,142439.3177228184,122521.6517404059,52305.43932773093,13748.811297577391,16061.317179432168,9012.667539545542,10937.240441219696,4220.271784387592,7789.872602017766,3779.5168069056303,1223.480937492729,8698.822555579787,24427.429752010008,155773.78504156446,28938.908521519923,126834.87652004455,16471.88815845622,1769.1939096124186,18241.082068068637,0.8150086292752907,OAS1_0147_MR1
148,1161847.9566415395,463094.56634063873,486547.5331424338,160814.16978405276,113755.94418824324,107425.19351167938,48267.98653400318,12211.142376136431,15429.168211728465,6886.067648192888,11366.333419297465,4461.400772068385,8475.186567005283,3567.8858177177935,1164.4849405068167,8686.474556210644,20620.1299465238,142119.98473913298,31454.47039300063,110665.51434613238,6122.54968720079,1842.9389058448091,7965.4885930455985,0.8224935225292258,OAS1_0148_MR1
50,1142557.9806270588,479971.8804783819,462748.47935832024,174203.51709999505,113305.92821123442,113234.58421487936,47564.49356994442,10800.38344821168,16924.64813532485,8152.423583495146,10616.535457604416,4519.7107690893445,7032.52864071024,3139.1358396224996,1223.8239374752054,8313.633575258977,20862.973934116977,130474.44933409986,24671.98873951556,105802.4605945843,8532.124564096339,1431.3389268733274,9963.463490969665,0.8306933346101291,OAS1_0150_MR1
316,1147413.8313789743,483776.77928399073,463569.9643163509,175246.58004670526,114848.05613244759,113605.36719593617,47847.81155546979,11067.923434543141,17052.587128788484,8192.554581444867,10604.187458235272,4499.13077014077,7032.528640710239,3135.3628398152614,1239.9449366515885,8272.816577344303,21161.040918888822,130395.55933813033,25383.71370315375,105011.84563497659,8376.402572052128,1508.1709229480039,9884.573495000132,0.8230652624073236,OAS1_0150_MR2
191,1120198.1547694155,451934.032910827,459138.7475427403,148892.17639314377,112614.44024656233,108013.43848162612,53607.467261210724,10319.497472779996,15792.748193153275,7229.067630669122,10812.04544761587,4207.237785053495,8321.865574838406,2935.0508500491405,1139.7889417685278,8087.253586824661,18487.013055504096,141619.89076468264,29173.17750955119,112446.71325513144,10266.33247549618,1545.5579210379135,11811.890396534094,0.8433829034977981,OAS1_0151_MR1
427,1083566.0996409357,466751.2891538179,420906.9404959918,165860.38552624313,113414.3162056969,107393.63751329156,46633.93461748639,11359.130419665464,15120.468227499854,8281.391576906211,9748.05950197459,4257.315782495025,7786.099602210528,3251.2968338922287,1154.8809409974822,7950.053593834167,22089.884871434468,130037.46735642514,24575.948744422218,105461.51861200292,14538.397257237684,1500.6249233335268,16039.022180571212,0.8383240818705,OAS1_0152_MR1
235,1301511.7185061602,545566.511127172,504831.49020831194,193096.64213475102,135970.33805331658,117432.561000406,60893.12988898842,13490.875310755262,18662.972046514406,9142.664532904037,12408.367366060265,4754.665757085566,8184.3225818654355,3519.179820206168,1195.354938929678,9688.7205050062,24682.964738954797,170886.70726944983,32281.10035076835,138605.60691868147,9626.980508160479,1337.6999316573153,10964.680439817796,0.8595749746067453,OAS1_0153_MR1
345,932245.4833718602,378681.24165328994,363086.40445002547,136841.21500882372,92921.09625268931,80702.4078769384,36626.22412877729,11384.512418368706,12139.798379781374,6203.154683082705,7792.616601877577,3662.210812898758,5611.479713311199,2154.039889950754,929.8729524930723,6734.804655920869,20205.785967692507,133287.049190405,25057.52071981885,108229.52847058614,33653.44328065577,2340.6318804178254,35994.0751610736,0.7088664785198748,OAS1_0155_MR1
134,1156065.3199369728,472296.9128704937,461597.71441711247,174953.65806167055,109716.43339462063,105608.32260450275,45703.37566502837,12493.77436169685,16963.064133362186,8534.182563991195,10597.670458568224,4161.618787384155,7731.562604996807,2766.9808586357854,1225.1959374051103,8630.222559084541,23821.3487829745,149575.7753582189,27610.81258937194,121964.96276884698,14159.382276601445,1574.0269195834412,15733.409196184886,0.830837653278792,OAS1_0156_MR1
287,1155796.4079507112,469020.57703788066,463768.5613062046,172269.34019881152,110202.46436978945,104445.8956638908,45455.38667769805,12654.298353495727,17095.119126615537,8570.883562116152,10672.101454765565,4268.291781934265,7826.2306001602465,2793.0488573039793,1300.6559335498819,8676.87055670131,23993.191774195097,149683.47735271644,28452.53454636862,121230.94280634783,13869.204291426551,1617.5879173579228,15486.792208784473,0.8286935437735872,OAS1_0156_MR2
72,912568.2603771636,364818.211361548,392740.8109349908,117625.32699055766,89149.81144536311,88436.02848183006,41470.75588127163,10311.95147316552,10625.453457148798,6169.88368478251,8447.403568424708,3171.7208379577423,6340.011676090722,2667.8538637001534,820.7989580656297,6320.460677089577,17824.33708936001,102580.66175918504,18472.950056222573,84107.71170296246,23053.37182221021,2538.5428703066127,25591.914692516824,0.7145691335514788,OAS1_0157_MR1
348,961023.8679015813,376558.4147617445,405411.9162876279,132118.44825010846,86163.653597925,83678.96172486717,44954.26370330027,10987.318438661227,11306.994422329077,6481.670668853407,8354.793573156125,3622.0798149490383,3673.1868123379973,1950.2979003598705,876.3649552267797,6586.285663508659,18655.769046882408,122554.23673874114,21493.407901908293,101060.82883683284,43863.180759043375,5201.594734252099,49064.77549329547,0.41401965347585856,OAS1_0158_MR1
193,1093621.8301271915,460522.066472067,436295.2917098056,156223.11501860834,114576.40014632638,107404.95651271327,47752.80056032387,12369.265368057975,15323.867217108262,7196.139632351404,10167.8914805255,4024.761794376138,6589.029663368468,2935.3938500316167,1310.9459330241689,7852.6415988109175,22195.528866037144,131523.68628049467,24407.535753026386,107116.15052746829,20800.204937323826,1120.2379427673825,21920.442880091206,0.8548702311801271,OAS1_0159_MR1
111,1267199.3722591677,508642.5630136054,535541.9936393215,170370.49229582312,127791.84647115323,112113.66027214703,62104.262827112005,13115.976329908739,16147.410175033703,8455.292568021661,10821.649447125204,4510.7927695449625,8713.914554808744,3925.9777994229826,1221.4229375978716,8622.676559470063,23146.32481746127,148745.37240064394,29754.219479865933,118991.15292077801,21441.614904554386,2146.836890318753,23588.451794873137,0.8023751533613097,OAS1_0160_MR1
304,882131.1279321873,376002.41179015057,351024.81006624864,133484.27418032882,90160.97539370306,84676.40567390807,40218.462945250896,10507.461463176973,11819.093396166096,6279.300679192429,7820.742600440627,3000.9068466845774,6567.077664489989,2432.5558757214567,913.7519533166892,6288.218678736811,16954.83213378276,102130.30278219374,18914.391033669486,83215.91174852426,39143.158000187905,2559.8088692201395,41702.96686940805,0.7194155227953896,OAS1_0161_MR1
288,934261.6372688557,393037.8489198152,350940.4320705595,139904.54785231897,91791.94031037754,93762.13220972105,40520.30292982998,10503.345463387259,13983.08028560866,7053.794639623766,10078.368485099203,4242.22378326607,6855.540649752504,2646.5878647866266,1112.0059431879529,7843.7235992665355,16555.58015418042,127022.84051044151,25358.33170445051,101664.508805991,7363.523623799807,1534.581921598674,8898.10554539848,0.8175080392634815,OAS1_0162_MR1
260,1223407.1924964967,526915.2010800618,490316.41694988264,180265.69879028,127284.89249705337,121178.80680901144,60119.66492850451,11678.120403368363,17165.434123023166,7653.358608992225,11237.708425868877,4644.562762710694,7896.202596585399,3410.1058257787254,1118.5229428550015,8342.788573769456,26388.017651844166,136954.4050030409,26725.529634600778,110228.87536844012,18344.668062776458,1268.4139351971157,19613.081997973575,0.8617600446305987,OAS1_0163_MR1
318,926401.4496704305,382951.24843513663,370225.9490852683,136566.12902287778,88439.45848165484,85079.43065331764,43597.012772641814,10563.370460320599,12497.20436152161,6181.888684169178,7331.6246254295165,3546.962818786743,5245.155732026581,2750.8598594594023,716.5269633928542,6509.110667451506,18705.847044323935,116309.57905777881,23551.75079674818,92757.82826103063,54420.720219661875,2424.323876142027,56845.044095803896,0.6845003888280736,OAS1_0164_MR1
266,975947.45413914,413621.6208681965,387866.7811840035,143337.9776769061,99482.34291747719,102423.56776721092,39572.936978230624,10515.693462756404,14203.972274323354,5750.737706196551,8235.429579254394,3652.263813406947,8102.345586053616,2952.200849172952,940.1629519673593,7451.3316193137225,18289.102065615312,113504.86820107063,22023.342874834078,91481.52532623656,15934.064185933483,1481.0739243323815,17415.138110265863,0.8453398895847768,OAS1_0165_MR1
113,965608.4056673589,369082.3871436926,416799.1727058564,131272.95329330454,82456.50978732188,84888.72266306085,40087.436951944976,10667.642454993376,12564.77535806943,8723.861554300554,9707.585504042396,4431.216773610476,5301.064729170207,1973.9648991507306,805.3639588541992,7856.071598635679,19709.121993066925,116385.03905392357,23371.332805965678,93013.70624795789,52074.60033952443,4497.758770210865,56572.35910973529,0.5409324062751542,OAS1_0166_MR1
207,1041134.2578087659,421722.2514543378,435876.1457312197,147303.05747433135,103013.87073705252,95649.66111328776,45256.10368787935,11069.638434455523,14350.090266858231,6237.454681330328,8949.555542769915,3794.6088061345845,7364.552623747235,3224.5428352590825,1188.8379392626293,7337.455625131613,19429.920007331268,122538.45873954722,26134.54066479423,96403.91807475299,9387.223520409592,1318.8349326211223,10706.058453030713,0.8483869202590331,OAS1_0167_MR1
9,1042463.7257408435,400307.0475484341,446889.532168549,144033.9246413504,94380.90417810818,89062.34644983168,47732.563561357776,8419.277569861657,14373.757265649092,6660.373659723526,9165.98853171242,3799.4108058892516,6781.795653520113,2746.400859687211,842.7509569441086,7977.493592432267,16678.031147924434,131191.3192974752,30722.50843039634,100468.81086707886,17827.767089184774,1371.9999299049387,19199.76701908971,0.8315336772375164,OAS1_0168_MR1
147,910910.5414618561,376338.5517729772,359730.83562146046,131031.48130564127,95695.2801109571,84870.20066400713,35223.354200449496,11637.303405453691,11615.008406592737,7640.6676096406045,9439.016517763503,3623.4518148789434,5608.049713486437,2488.807872847559,912.7229533692605,6149.989685798888,17880.93208646859,117603.03199169668,22564.939847164052,95038.09214453262,58352.18601880448,3445.4348239737774,61797.620842778255,0.6199180475529276,OAS1_0169_MR1
248,893662.1013430736,368908.4861525771,366367.1992824107,129114.4544035816,90025.14740064247,82946.99976226289,39104.399002168095,9546.71851226104,12543.509359155903,6268.667679735665,8277.275577116496,3568.9148176652225,5222.174733200673,2807.454856567981,900.0319540176398,6271.411679595475,18170.76707166101,103608.6327066663,20268.89796446814,83339.73474219817,55651.061156804135,2433.584875668885,58084.646032473014,0.6832569308634073,OAS1_0170_MR1
263,1055712.7860639533,422281.34142577404,422368.463421323,148581.4184090203,106094.35357967159,95858.89110259825,41427.194883497155,10891.27844356788,16560.725153917563,8272.130577379352,9861.249496191747,4094.3907908188135,7896.202596585399,3162.1168384484076,1162.4269406119593,8713.22855484379,19428.205007418885,141705.6407603017,25706.476686663886,115999.1640736378,14342.201267261276,2074.4638940162677,16416.665161277546,0.7921046738530668,OAS1_0173_MR1
220,1098716.4088669114,459952.34350117395,438558.4055941838,161117.38176856173,116019.40107260391,98698.587957519,48903.90850151412,12249.901374156245,15768.738194379937,7616.657610867267,10665.241455116042,4408.578774767044,7403.654621749526,3613.1618154046564,1153.5089410675773,8611.35756004835,22963.16282681896,132328.3642393839,27032.17161893453,105296.19262044938,8570.883562116152,1434.0829267331374,10004.96648884929,0.8375147576491374,OAS1_0174_MR1
32,878764.5831041833,371277.58703154046,346337.71530571097,127171.01650287124,88508.05847815008,87130.91354850799,38994.296007793215,10760.25245026196,11241.13842569364,5743.877706547026,6703.591657515531,3194.0158368186976,5631.030712312346,2183.194888461234,702.1209641288524,6420.616671972637,18713.050043955936,108562.2384535881,20434.909955986637,88127.32849760145,57997.181036941576,2515.561871480705,60512.74290842228,0.6899612160205397,OAS1_0176_MR1
138,1131449.2401946003,462581.4383668543,471508.0129107983,154756.79009352246,115405.77410395394,107023.88353218218,53499.422266730704,12514.354360645422,16366.930163818492,6919.681646475559,9914.071493493087,4025.790794323567,7641.01060962308,3258.49983352423,1028.3139474637517,7878.366597496635,19381.21400981964,131273.296293287,26070.05666808869,105203.23962519833,13069.671332274447,1230.6839371247302,14300.355269399177,0.8613797462180979,OAS1_0177_MR1
183,992989.0652684894,407967.9521570408,411805.77896096744,145410.3835710275,92650.81226649805,88267.61549043424,51542.607366703785,12197.422376837381,13886.011290567887,7492.491617210871,10181.954479807027,3955.4757979159385,6676.1516589174325,2952.5438491554282,997.7869490233668,7283.261627900368,17899.111085539833,111969.25727952452,19518.414002810136,92450.8432767144,14584.3592548895,1494.793923631431,16079.15317852093,0.8169550841319615,OAS1_0178_MR1
112,718601.7702868531,277407.4098273394,291772.5920934266,107229.68352166793,53986.48224184696,64426.71570845859,29710.315482108977,8526.636564376719,9640.357507477052,6084.476689145928,7058.9396393609095,3172.7498379051713,3725.322809674385,1256.0659358279715,707.2659638659959,5617.310713013296,13527.57630888022,100419.0758696198,21004.975926862135,79414.09994275766,42613.974822864926,4739.230757874135,47353.20558073906,0.4401082700276071,OAS1_0179_MR1
53,987511.6985483262,420647.6325092397,412024.9559497697,149476.30536330078,95904.16710028512,100880.41084605033,38949.706010071306,12076.686383005748,12616.225355440865,6539.980665874367,7157.723634314066,2962.147848664763,4653.1377622725995,1942.7519007453934,693.2029645844704,5555.570716167573,23360.35680652644,102190.32777912708,17513.92210521902,84676.40567390807,44183.88574265865,3046.8688443363926,47230.75458699504,0.6043475931312424,OAS1_0180_MR1
299,996030.446113106,405075.4333048187,400565.6695352212,135266.15908929287,100737.03685337528,90502.60337624939,50638.45941289643,10253.984476127036,14322.650268260131,6865.487649244314,9843.070497120509,4149.956787979963,6483.042668783312,2929.2198503470445,925.0709527384049,7561.77761367107,17677.190096877704,127671.79647728655,24879.846728896162,102791.94974839038,16154.956174648178,1291.7379340055,17446.694108653675,0.8341514809290659,OAS1_0181_MR1
43,1156599.7139096705,491553.6178866744,470688.58595266263,176232.70499632444,119310.14290448092,110219.27136893079,50902.56939940313,12158.663378817568,15246.006221086158,7901.6905963050185,10194.988479141124,4223.3587842298775,7563.1496136009755,3641.6308139501834,1218.678937738062,7773.751602841383,22730.265838717598,127678.65647693608,27082.249616376066,100596.40686056002,13981.022285713803,1281.790934513689,15262.813220227492,0.8552246336694088,OAS1_0182_MR1
213,1318599.9776331265,499631.95347395475,581264.2343033862,170757.39627605633,124067.89566140875,121168.17380955466,46775.59361024908,13550.900307688604,18981.61903023483,7875.622597636825,11939.486390015252,5199.879734339718,6932.029645844703,3421.424825200441,1053.3529461845167,9964.492490917095,23311.99380899729,157198.9499687532,32965.042315825965,124233.90765292726,50653.55141212539,2634.925865382435,53288.47727750782,0.7246746622894913,OAS1_0183_MR1
