,csf,3rd_ventricle,inf_lat_vent,4th_ventricle,frontal,temporal,parietal,occipital,insula,thalamus,caudate,putamen,pallidum,hippocampus,amygdala,accumbens_area,ventraldc,cingulate,cerebellum,subject,brain_stem,parietal,lateral_ventricle,total_cerebral_white_matter
317,1688.5889137305035,2197.6008877252357,4577.677766127828,1569.56791981125,129219.06939823687,67317.17656078583,82519.6217840975,44677.462717441944,8944.410543032773,13309.428320025334,6649.05466030181,8152.08058351267,4014.1287949193747,5225.604733025435,1247.8339362485417,531.99297282064,7061.683639220721,16267.460168900383,114548.61714774581,OAS1_0041_MR1_mpr-4,19137.684022261514,82519.6217840975,40002.71595627334,369871.9731033528
322,1415.903927661897,2561.5238691325208,7532.62261516059,2454.850874582412,129686.92137433444,64247.326717623524,73206.1432599203,38010.91505803385,9497.669514766938,9759.378501396306,6194.236683538323,7257.53662921465,2899.721851854088,3774.0288071860105,1430.3099269258987,421.5469784632925,5598.102713994627,13942.606287676464,70303.6774082064,OAS1_0031_MR1_mpr-4,15666.52419960202,73206.1432599203,78234.5230030219,253580.23004466278
325,1550.702920775057,2308.3898820650597,3481.7928221162583,2629.437865662815,147256.40947671462,103526.31271087201,99579.75491250047,43446.092780352265,12982.206336743007,12678.994352234016,6789.684653117066,9268.88852645529,3079.1108426891587,6418.901672060256,2816.715856094839,906.8919536671646,6933.4016457746075,21377.47390783133,113923.32817969164,OAS1_0268_MR1_mpr-4,19184.332019878282,99579.75491250047,35255.25319881978,332982.3249880338
334,1181.6349396306287,913.7519533166892,2479.546873320701,1643.3129160436404,154295.79811707436,96317.82507915146,102797.78074809248,45530.16067387787,10307.835473375806,15258.697220437778,7229.410630651599,9588.564510123142,4241.537783301118,6261.121680121189,2688.7768626312036,950.7959514241226,7274.686628338462,19664.188995362536,114329.09715896103,OAS1_0282_MR1_mpr-4,18537.434052928103,102797.78074809248,14920.156237733732,425240.74527457904
337,1214.562937948347,1351.0769309738885,2132.087891072275,3352.481828722718,172553.34418430185,110150.32837245308,99540.65291449816,46230.223638111864,12849.122343542229,15384.23521402408,7597.449611848599,11758.725399250277,4082.385791432145,6993.769642690426,3028.0038453002,1331.8689319552195,8576.714561818248,21798.677886312144,145621.3285602504,OAS1_0092_MR1_mpr-4,20716.169941617147,99540.65291449816,15320.094217301023,415528.35777078196
344,1399.0969285205613,2549.1758697633763,3018.3998457908656,1370.6279299750338,123655.26668248986,81498.51083626575,86609.8965751266,38793.9840180271,9554.264511875517,11679.835403280744,6609.952662299519,8810.297549884564,3215.281835732224,5210.855733778957,1736.9519112596527,861.2729559978253,6217.21768236423,16898.23713667418,112856.25523420807,OAS1_0254_MR1_mpr-4,18510.680054294957,86609.8965751266,41476.58688097373,313196.71399887465
345,1102.7449436610946,933.6459523003108,2383.8498782098313,2317.993881574394,168784.460376853,111459.90230554732,115426.3541029025,59677.53795109264,11927.481390628585,16243.450170127047,7920.212595358736,13050.120333273302,4530.343768546109,7431.437620330102,2914.813851083042,1242.6889365113984,8334.899574172505,20432.508956109297,119066.61291692278,OAS1_0403_MR1_mpr-4,20388.261958369865,115426.3541029025,9816.659498469839,457963.6296027767
348,898.659954087735,812.2239585037238,2028.8448963469282,1927.3169015339627,180266.72779022745,102973.05373913783,107637.85350081464,52610.709312134786,10571.259459917554,16698.61114687301,6919.681646475559,10145.939481647023,4237.0787835289275,6286.160678841953,3015.3128459485793,1035.1739471132764,7515.1296160543025,21642.612894285456,132483.0572314807,OAS1_0333_MR1_mpr-4,17894.309085785164,107637.85350081464,14427.265262915384,466380.1631727786
352,1340.7869314996015,1559.6209203194392,2218.8668866387625,2043.5938955934064,128695.9944249606,82234.24579867726,81807.55382047684,32654.97033166745,10156.915481086262,10874.471444426545,6617.841661896473,8600.038560626632,3067.7918432674433,6297.4796782636695,2805.7398566556,849.6109565936333,6598.290662895327,15587.634203632486,98437.90797083707,OAS1_0083_MR1_mpr-4,17641.175098717704,81807.55382047684,30448.794444380306,268506.90328206355
354,1347.6469311491262,1751.3579105236545,3483.850822011116,1884.0989037419572,120070.9168656132,81360.96784329278,78450.95599196441,37042.96910748592,10165.147480665692,11146.813430512675,7426.978620557909,8789.031550971038,3915.687799948695,4853.792752021197,2145.1218904063717,970.0039504427917,6925.169646195179,17367.80411268414,98662.91595934148,OAS1_0388_MR1_mpr-4,18207.811069768442,78450.95599196441,46534.46462256828,329656.5971579442
358,1061.5849457639465,869.8479555597312,1849.1129055293814,1735.2369113472714,167579.50143841398,103481.03671318517,113335.42620972737,47230.75458699504,11861.282394010672,15390.752213691128,8662.807557419783,10646.033456097372,4222.329784282449,6187.033683906322,2591.7078675904295,1019.7389479018457,7447.901619488961,20031.884976577057,128710.05742424211,OAS1_0246_MR1_mpr-4,18341.581062934176,113335.42620972737,13177.373326771984,445771.3522256765
362,1391.8939288885604,1140.8179417159565,2132.087891072275,1807.609907649757,149992.52033692753,99150.6619344227,100087.0518865828,40884.91191120222,11746.377399881134,12812.421345417271,7022.238641235953,9185.88253069604,3963.707797495368,6131.810686727647,2786.8748576194066,1018.7099479544171,6843.192650383358,21794.904886504904,96405.63307466538,OAS1_0139_MR1_mpr-4,17399.703111054434,100087.0518865828,22580.71784635796,433341.3758607203
364,1094.1699440991888,856.4709562431581,2288.4958830814376,1654.28891548288,165812.36552869642,113378.98720750185,106797.84654373034,46603.750619028484,12890.625341421852,15893.590188001288,7641.353609605556,10470.760465052017,4166.420787138823,6565.3626645776085,3043.4388445116306,1235.1429368969211,8019.339590294368,21232.384915243878,134681.0011191884,OAS1_0261_MR1_mpr-4,19725.58599222578,106797.84654373034,9090.528535567648,403446.8693880215
369,1891.9879033389107,2928.5338503820917,2384.87887815726,2048.0528953655976,148454.85141548657,96194.6880854425,81209.36185103828,37339.32109234539,13448.686312910686,11597.858407468924,6432.621671359306,9684.947505198963,4031.964794008139,7062.026639203196,2783.1018578121684,849.2679566111572,7028.069640938049,20149.19097058393,128003.13446035859,OAS1_0288_MR1_mpr-4,18646.508047355546,81209.36185103828,34207.38825235488,364969.13135383755
372,1192.610939069868,981.6659498469837,1561.6789202142966,1537.66892144096,149847.08834435762,87461.56553161508,98691.04195790453,46196.26663984672,9453.765517009982,14565.494255853308,7395.4226221700965,9510.017514136083,4232.619783756736,6031.311691862111,2549.1758697633763,941.191951914788,7918.497595446354,17774.945091883434,131381.68428774952,OAS1_0310_MR1_mpr-4,19978.376979310768,98691.04195790453,17931.01008391012,412679.0569163519
379,1205.987938386441,1190.5529391750106,1917.0269020596756,3048.2408442662977,182234.51868969356,118082.88896718094,122152.92675924394,58429.36101486163,12201.19537664462,17451.153108425868,7548.743614336973,12845.006343752513,4769.071756349567,7606.3676113929805,3410.448825761202,1281.790934513689,8824.017549183613,25217.015711670298,139642.49586570717,OAS1_0005_MR1_mpr-4,21838.465884279387,122152.92675924394,10951.646440483699,491109.77590935014
384,1044.777946622611,646.5549669677024,1626.505916902305,1684.4729139407887,151813.85024387637,98320.25897684772,99670.64990785666,46368.79563103226,11040.483435945043,14295.55326964451,6301.93867803586,8943.72454306782,3714.3468102351453,6866.173649209266,3115.8118408141163,1179.2339397532949,7150.863634664542,19344.17001171221,120062.68486603376,OAS1_0167_MR1_mpr-4,19002.1990291834,99670.64990785666,9539.172512646563,420411.3055213137
394,1166.8859403841504,1248.5199362134942,1654.9749154478322,1737.2949112421288,171730.48722634139,111495.91730370733,118352.48695340726,50073.195441775606,11844.818394851813,17100.607126335155,7662.619608519083,9035.305538388975,4006.239795322421,7496.950616983062,3006.394846404197,1043.405946692706,8225.482579762584,20917.510931330697,142274.67773122975,OAS1_0012_MR1_mpr-4,23375.79180573787,118352.48695340726,17520.09610490359,455038.8687522019
397,1072.9039451856622,884.253954823733,1699.9079131522192,2465.140874056699,174059.457107355,118016.34697058055,109212.56642036303,41878.239860453396,12517.441360487708,15545.788205770385,7645.812609377748,10903.626442937024,4320.4277792706525,7477.05661799944,3370.6608277939586,1357.5939306409368,8545.158563430436,22284.70886148097,133116.23519913183,OAS1_0079_MR1_mpr-4,21647.7578940226,109212.56642036303,19855.2399856018,403246.2143982729
401,1625.1339169724,1287.6219342157851,1927.659901516439,2583.475868011,178889.58286058533,128738.8694227701,117108.76901694844,51524.08536765007,12574.036357596287,16110.366176926267,8895.361545538672,10616.878457586892,4072.0957919578586,7923.2995952010215,3588.8088166488433,1128.8129423292885,8389.436571386224,23049.59882240297,152749.55419607152,OAS1_0147_MR1_mpr-4,21256.737913999692,117108.76901694844,16907.498136201037,484439.4552501348
403,1251.2639360733042,976.8639500923164,2408.54587694812,2852.387854272368,169598.05633528664,112366.45125923201,108358.49646399722,51958.32334546498,10684.44945413471,16948.658134098187,9173.19153134442,11478.151413584717,4779.018755841378,7401.596621854668,3032.1198450899146,999.8449489182242,8614.444559890635,19680.99599450387,154619.59010053193,OAS1_0302_MR1_mpr-4,22133.102869226474,108358.49646399722,17611.33410024227,422887.07939482713
407,1066.0439455361375,1254.6939358980665,2246.649885219337,1524.6349221068633,124245.56965233144,76916.71707034821,77697.04203048165,37628.81307755533,9600.569509509809,11629.07140587426,7847.496599073774,9864.67949601651,3935.2387989498407,5172.782735724095,2181.4798885488526,683.2559650926596,6261.807680086141,16085.327178205502,89991.19040237731,OAS1_0085_MR1_mpr-4,16502.75815687908,77697.04203048165,15206.904223083864,375141.1388341527
424,1032.0869472709903,816.6829582759149,1936.9209010432974,2862.677853746655,168933.32236924767,109329.8724143699,110734.11434262761,47448.21657588497,11567.331409028538,15028.544232196222,8342.44557378698,9619.091508563526,4223.3587842298775,7225.63763084436,2964.5488485420965,1139.4459417860517,7762.089603437191,21133.25792030825,127582.61648184274,OAS1_0152_MR1_mpr-4,19203.883018879427,110734.11434262761,14924.615237505925,400754.31952558307
428,1182.320939595581,1294.824933847786,2240.818885517241,2149.9238901610393,184145.71459205117,120971.97781957826,114293.42516078349,58738.40399907272,12983.578336672912,16221.155171266091,8131.15758458162,12101.382381744037,4872.314751074914,7514.443616089349,3215.6248357147006,1236.1719368443498,8592.492561012155,22687.04784092559,144242.12563071348,OAS1_0131_MR1_mpr-4,21936.220879285112,114293.42516078349,14388.163264913093,464666.19226034486
434,998.4729489883192,1093.8269441167124,1541.784921230675,1447.116926067234,142465.3857214866,94133.25819076032,93200.98423838992,43895.76575737861,11977.902388052593,13271.355321970474,5799.786703690652,8795.548550638086,3577.146817244652,6730.688656131153,2600.2828671523353,754.9429614301926,7281.20362800551,17412.394110406054,103689.92370251319,OAS1_0078_MR1_mpr-4,18712.364043990983,93200.98423838992,23157.98681686546,406026.22925624286
435,1433.0539267857087,1733.8649114173663,3381.2938272507217,2511.102871708514,136940.34200375935,88261.44149074965,91460.25932732303,44984.10470177571,9922.646493054994,13150.276328156362,6611.667662211899,8200.786581024295,3408.390825866344,5151.173736828093,2597.8818672750017,828.3449576801067,6396.949673181777,17751.621093075053,110189.08737047287,OAS1_0428_MR1_mpr-4,16466.057158754124,91460.25932732303,65204.29666873222,414883.1748037442
436,1093.4839441342363,1169.9729402264365,2200.3448875850454,1517.4319224748624,163702.91563646757,109846.7733879616,111975.77427919158,47786.07155862407,13610.582304639469,13753.956297314535,7138.858635277873,9516.877513785608,4175.3387866832045,7034.586640605097,2765.265858723404,1288.9939341456902,7823.829600282914,22994.03282524182,144659.89960936952,OAS1_0390_MR1_mpr-4,23481.778800323027,111975.77427919158,24356.428755637426,389711.7780897432
440,1580.2009192680132,3000.5638467021013,6884.009648298031,1467.6969250158083,124590.28463472007,74113.03521358746,84276.81069432324,38550.45403046897,9201.317529907472,11082.329433807143,5934.928696786289,8073.533587525612,3327.7858299844293,3721.5498098671465,1540.41292130077,630.4339677913194,5993.581693789725,15729.636196377647,93566.62221970959,OAS1_0137_MR1_mpr-4,15498.111208206188,84276.81069432324,68695.35049037533,333404.55796646205
451,1020.7679478492745,732.6479625692373,1216.2779378607283,1283.8489344085465,170807.47427349785,123556.4826875367,113505.21120105311,61227.21187192027,10736.242451488622,16508.589156581176,7283.94762786532,10140.108481944926,4094.0477908363373,8402.470570720321,3301.717831316235,1039.9759468679435,8683.730556350834,18235.937068331492,144778.92060328877,OAS1_0417_MR1_mpr-4,23963.35077571966,113505.21120105311,13754.299297297011,478779.95553927694
455,1313.3469329015027,1282.8199344611178,2631.8388655401486,1801.0929079827083,183888.80760517647,117031.2510209088,118911.91992482598,58067.83903333168,11540.234410412915,16664.654148607864,8841.167548307425,11811.547396551618,4747.119757471088,7711.3256060307085,3207.7358361177467,1161.740940647007,8750.958552916176,22097.430871048942,159241.17186441674,OAS1_0327_MR1_mpr-4,25387.829702943465,118911.91992482598,22176.663867000956,502361.5473345006
457,1161.0549406820544,1401.8409283803712,1944.4669006577744,988.5259494965084,113769.3211875598,80093.23990806061,72419.98730008477,37035.08010788896,9099.103535129554,10944.786440834174,6414.442672288065,7498.322616912967,3481.4498221337826,6182.917684116606,2170.503889109613,724.7589629722839,6456.288670150166,15477.188209275138,96022.15909425695,OAS1_0197_MR1_mpr-4,16467.429158684026,72419.98730008477,23896.12277915432,295654.3228951101
458,1080.1069448176631,1034.4879471483239,1554.1329205998195,1979.1098988878741,126381.77354319344,78021.86301388664,77512.8510398919,32631.30333287659,8772.567551812179,11461.687414425858,5504.120718796138,7648.899609220034,2880.8568528178953,5928.068697136765,2219.552886603715,721.6719631299978,5888.966699134473,15722.09019676317,95736.78310883674,OAS1_0355_MR1_mpr-4,15499.82620811857,77512.8510398919,12909.490340458045,313998.3049579216
460,1243.3749364763507,1885.8139036543384,2781.043857917311,2964.5488485420965,163208.6526617193,108028.87348083756,99264.88092858727,45999.38464990536,11446.595415196905,13869.20429142655,6869.946649016505,9819.060498347171,4416.124774381522,6296.45067831624,2766.637858653309,941.5349518972642,7487.689617456203,22398.927855645554,125899.85856781433,OAS1_0113_MR1_mpr-4,22078.908871995227,99264.88092858727,64956.3076814019,433382.87885859987
461,1127.4409423993834,1664.578914957167,4344.437778043989,2162.2718895301837,155103.22007582342,103175.42372879882,94422.40717598778,43435.80278087798,12065.024383601554,14117.193278756868,6762.244654518967,8479.645566777475,3987.0317963037523,5537.391717096333,2323.8248812764905,850.9829565235383,7668.450608221179,20644.48294527961,119450.77289729616,OAS1_0142_MR1_mpr-4,20329.265961383953,94422.40717598778,53027.79729082588,370109.3290912264
462,1482.1029242798102,1267.7279352321634,1642.626916078688,2256.253884728672,210122.13226492386,140534.29582014534,127550.71748347246,74313.0042033711,16300.731167200578,18998.42602937616,8000.474591258175,13868.518291461598,5126.134738107327,8154.481583390004,3991.147796093467,1446.4309261022818,9969.980490636714,25492.444697598716,156646.71999696648,OAS1_0144_MR1_mpr-4,24996.809722920556,127550.71748347246,18734.31604286946,523955.11123129196
473,1128.8129423292885,1838.1369060901418,3704.3998107433345,1670.409914659263,140870.77880295453,85486.57163251692,86186.9775967334,39143.84400015285,9602.284509422192,12386.415367181788,6503.965667714363,8604.154560416348,3620.021815054181,4981.388745502356,2194.5138878829493,858.8719561204916,6752.640655009633,16974.383132783903,91585.45432092686,OAS1_0084_MR1_mpr-4,18033.567078670516,86186.9775967334,50113.669439707795,353288.2669506094
475,1902.6209027956738,3929.7507992302208,6470.351669431691,2937.451849926474,174140.74810320188,104498.71766119215,102152.5977810547,51727.48435725848,13679.182301134715,13455.546312560211,6421.988671902542,9689.063504988677,3783.632806695345,5675.620710034256,2384.5358781747836,943.9359517745979,7509.298616352206,27084.99361623587,129725.68037235425,OAS1_0115_MR1_mpr-4,21477.28690273191,102152.5977810547,128594.46643014763,449622.8990289022
478,964.8589507056482,1052.6669462195644,2679.1728631218693,1697.8499132573618,138134.32494275912,90691.25336661132,93704.85121264751,39686.12697244778,10889.220443673023,11593.399407696732,5884.850699344759,8474.157567057853,3474.5898224842576,6489.216668467884,2522.764871112706,713.7829635330444,6967.015644057279,19687.169994188444,127914.9834648622,OAS1_0047_MR1_mpr-4,19484.457004544987,93704.85121264751,24008.969773389,349984.1481194158
480,849.2679566111572,1243.7179364588271,2271.345883957626,1688.245913748027,113637.95219427143,63770.55674198156,73200.99826018316,30994.164416517517,7631.749610096222,11239.766425763735,6764.302654413825,8604.497560398824,3431.7148246747283,4683.664760712985,1846.025905687095,764.5469609395273,5934.585696803813,14730.477247424376,91181.40034156985,OAS1_0287_MR1_mpr-4,16874.57013788332,73200.99826018316,19654.5849958532,286510.9723622411
485,1712.2559125213636,2760.806858951213,2621.548866065862,2240.475885534765,161273.1037606059,101155.83983197875,108023.38548111793,50709.11740928654,11905.872391732582,14396.052264510046,7845.09559919644,9103.21953491927,4257.315782495025,6755.7276548519185,2947.741849400761,915.1239532465942,7978.179592397219,22062.444872836368,126498.05053725289,OAS1_0284_MR1_mpr-4,23723.593787968774,108023.38548111793,50499.88741997603,454385.79678556713
486,682.5699651277071,654.786966547132,1833.6779063179506,1405.2709282051335,149126.10238119256,95440.43112397725,93015.07824788781,48611.32951646189,8977.338541350491,14008.805284294378,7294.237627339608,10180.925479859598,3677.9888120926644,5071.940740876083,2223.3258864109534,1030.028947376133,7158.066634296541,17396.273111229668,116149.3980659624,OAS1_0025_MR1_mpr-4,19203.54001889695,93015.07824788781,8872.037546730287,367109.7942444717
489,1118.179942872525,1301.6849334973108,1968.4768994311112,1788.4019086310877,143305.0496785884,91189.28934116682,100223.22287962587,43447.1217802997,9224.641528715856,14198.141274621259,6995.1416426203305,8442.601568670041,3949.3017982313663,6649.397660284286,2417.120876510026,939.8199519848831,7768.2636031217635,17926.55108413793,125507.46658786152,OAS1_0407_MR1_mpr-4,19979.405979258194,100223.22287962587,19666.932995222345,415901.54175171605
491,1285.2209343384513,1254.0079359331141,1554.8189205647718,2105.676892421605,135195.50109290276,95666.12511244662,94639.18316491279,39561.617978808914,11734.372400494465,12527.045359997042,6813.351651907926,9441.074517658359,3498.599821257594,6130.438686797743,2536.4848704117558,947.3659515993602,6027.538692054872,19529.73300223185,110098.19237511666,OAS1_0369_MR1_mpr-4,17555.425103098645,94639.18316491279,22999.520824961444,364624.7593714314
495,1146.9919414005287,1329.810932060362,1942.0659007804409,1441.6289263476144,133285.33419049263,86573.19557700164,86201.72659597987,44848.276708715115,9852.674496629843,12208.398376276622,6165.767684992795,7992.9285916436975,3597.7268161932257,6879.893648508316,2352.2938798220175,774.1509604488617,6882.980648350602,17357.171113227378,105008.41563515182,OAS1_0203_MR1_mpr-4,18201.980070066347,86201.72659597987,27617.329589038993,368533.24417174805
498,1049.5799463772782,900.7179539825923,1896.7899030935778,2044.9658955233112,178201.86789572047,124401.97764434062,123851.46267246627,57578.37805833809,12131.566380201944,17018.630130523336,7121.022636189109,12188.161377310524,4699.785759889368,8194.612581339723,3368.9458278815773,1123.3249426096686,8353.078573243743,24243.581761402744,132081.40425200103,OAS1_0054_MR1_mpr-4,19952.308980642574,123851.46267246627,9658.879506530768,442545.4373904875
502,1215.934937878252,1652.916915552975,1906.3939026029125,1315.7479327788362,135041.15110078844,95413.67712534411,85485.19963258703,46268.63963614921,11091.933433316477,12743.135348957072,6676.837658882385,8689.56155605293,3962.3357975654635,7154.979634454256,2585.5338679058573,983.7239497418411,7164.58363396359,18265.778066806924,115108.05011916456,OAS1_0259_MR1_mpr-4,18344.66806277646,85485.19963258703,20129.639971582787,360592.1085774583
510,1158.3109408222447,1723.9179119255557,2786.8748576194066,1497.8809234737168,146463.05051724706,101512.21681377156,98951.37894460399,40891.085910886795,11531.316410868534,12166.209378432046,7234.555630388742,8552.361563062435,3765.1108076416285,6170.9126847299385,3108.9518411645913,925.7569527033575,6627.788661388284,20091.566973527923,124584.79663500044,OAS1_0062_MR1_mpr-4,18757.98304166032,98951.37894460399,31562.17238749816,385681.52829564747
512,1466.3249250859033,1193.2969390348205,1984.94089858997,1918.741901972057,187467.326422351,117035.02402071604,116005.68107330486,51471.26337034874,12800.75934601308,17370.205112561474,9134.08953334213,11301.849422591935,5052.732741857413,6312.571677492624,3234.8328347333695,1352.7919308862697,9065.146536864408,22046.323873659985,148656.87840516507,OAS1_0350_MR1_mpr-4,23790.47878455164,116005.68107330486,26451.815648584743,484521.77524592914
515,1141.503941680909,1879.2969039872899,1379.2029295369398,1658.747915255071,127983.92646133993,86257.97859310597,86181.48959701379,40904.11991022089,10214.196478159793,12177.52837785376,5440.665722038035,8470.72756723309,3636.142814230564,4714.8777591183225,2256.2538847286714,943.2499518096454,6808.892652135735,16205.72017205466,115300.47310933372,OAS1_0411_MR1_mpr-4,18334.035063319698,86181.48959701379,33432.208291958596,372726.07595753757
516,1079.4209448527106,1018.7099479544171,1867.9779045655741,1319.863932568551,171995.28321281302,100136.44388405938,114415.8761545275,49097.36049163071,10931.066441535124,16282.895168111812,8380.175571859367,11081.643433842191,4245.996783073309,6336.924676248436,2513.846871568324,984.4099497067936,8299.57057597745,19850.094985864653,139819.48385666488,OAS1_0097_MR1_mpr-4,21648.100894005078,114415.8761545275,13778.309296070347,438468.1965987925
518,1739.0099111545098,2981.0128477009557,4505.9907697902945,2932.6498501718065,157371.47895993877,108262.11346892138,103412.09371670743,46346.84363215378,12104.812381568798,15264.87122012235,8014.194590557224,9335.087523073204,3919.4607997559337,7430.7516203651485,3767.8548075014382,1125.382942504526,8190.1535815675325,22206.84786545886,123552.70968772945,OAS1_0186_MR1_mpr-4,20402.66795763387,103412.09371670743,69336.07445764093,452037.2759055524
523,1362.3959303956042,1342.8449313944589,2301.1868824330586,1564.0799200916301,171874.2042189989,110182.9133707883,103011.12673719271,48300.571532338414,12316.100370774158,15451.46321058942,8961.560542156585,10382.266469573147,4407.549774819616,7711.3256060307085,3406.675825953963,1146.991941400529,7980.580592274553,21178.53391799511,137655.83996720478,OAS1_0275_MR1_mpr-4,20586.51594824113,103011.12673719271,36360.05614237573,449429.790038768
528,1166.199940419198,1103.430943626047,2231.2148860079064,1856.3159051613823,138470.46492558587,87079.80655111905,81992.43081103152,46406.525629104646,7902.719596252447,13582.799306058894,6840.1056505410725,7846.467599126345,3628.5968146160867,5697.229708930258,2513.5038715858477,824.9149578553445,7249.30462963522,19374.01101018764,119957.04087143109,OAS1_0213_MR1_mpr-4,19062.56702609922,81992.43081103152,10786.320448930153,397725.28668033547
530,1225.1959374051103,2032.2748961716907,2688.0908626662513,1662.1779150798334,156105.80902460145,107928.03148598953,101925.53179265543,50705.344409479294,12067.768383461365,12866.958342630991,6159.936685290699,8967.39154185868,3755.5068081322934,6444.6266707459745,3053.0428440209653,1080.7929447826155,7265.76862879408,19860.72798532142,126888.04151732835,OAS1_0315_MR1_mpr-4,20749.440939917342,101925.53179265543,38390.273038652565,458199.9565907029
545,1042.3769467452773,797.8179592397219,1734.2079113998425,1522.919922194482,151539.10725791287,103954.37668900235,109639.25839856346,51993.99534364251,10063.27648587025,15404.472212990177,6705.6496574103885,10772.257449648627,3797.009806011918,6915.90864666832,2417.8068764749783,960.3999509334571,7741.509604488618,19056.05002643217,126260.69454937933,OAS1_0406_MR1_mpr-4,20195.8389682007,109639.25839856346,10829.53844672216,389812.27708460874
550,796.1029593273407,1498.2239234561932,2567.0118688521407,1337.3569316748392,122200.60375680814,85590.84362718971,89102.13444779892,37614.7500782738,10308.521473340757,10054.358486325867,6115.689687551265,8310.889575399167,2979.640847771051,6004.557693228965,2348.1778800323027,790.2719596252448,6048.118691003447,17493.342106270447,48537.927520211975,OAS1_0157_MR1_mpr-4,15556.764205209625,89102.13444779892,23326.056808278816,365847.89730894164
553,1354.1639308161746,1133.2719421014795,1518.1179224398147,2439.072875388505,149892.02134206198,105079.75963150687,98368.96497435935,52965.71429399769,10942.042440974363,16119.970176435603,6631.218661213046,9984.04348991824,4295.731780532364,7061.340639238244,2907.2678514685654,1047.5219464824208,8532.810564061292,22887.359830691712,149762.71034866845,OAS1_0239_MR1_mpr-4,21994.187876323598,98368.96497435935,20279.187963942422,427535.415157345
558,1195.697938912154,1442.6579262950431,2390.3668778768797,1428.2519270310413,141368.47177752756,101267.31482628355,96293.12908041317,44159.53274390283,11770.730398636946,15357.824215373408,6249.802680699473,8477.244566900139,4244.967783125881,7091.1816377136765,2866.4508535538935,961.0859508984097,8188.095581672675,20274.728964170234,145507.79556605074,OAS1_0243_MR1_mpr-4,23548.320796923417,96293.12908041317,27881.782575528166,415533.8457705016
559,1425.1649271887552,1887.8719035491958,3061.617843582871,2451.0778747751733,142508.6037192786,90028.9204004497,101473.11481576927,45191.27669119135,11021.61843690885,14756.54524609257,6061.838690302496,8799.321550445326,4054.6027928515705,6341.040676038151,2322.109881364109,808.1079587140089,7330.938625464564,18843.733037279384,113576.21219742569,OAS1_0383_MR1_mpr-4,19474.853005035653,101473.11481576927,30074.238463516256,407852.70416292874
562,817.7119582233436,905.1769537547834,1893.3599032688155,2077.5508938585535,157204.09496849036,107284.90651884658,92398.02127941305,50038.895443527974,9355.667522021777,15832.193191138042,6464.863669712071,9836.210497470984,3934.8957989673645,9101.847534989363,3392.2698266899615,1031.4009473060378,8001.160591223126,21365.811908427135,131827.92726495108,OAS1_0323_MR1_mpr-4,20297.70996299614,92398.02127941305,10095.861484205492,430303.7680159107
564,888.0269546309717,754.5999614477163,1178.2049398058662,1274.244934899212,123878.90267106437,89003.35045284577,81802.06582075721,38583.38202878669,10266.675475478656,13145.131328419218,6050.1766908983045,9195.486530205377,3830.623804294589,6943.691645248895,2922.3598506975195,1000.1879489007003,6694.673657971149,15745.75719555403,107964.73248411449,OAS1_0002_MR1_mpr-4,17762.940092496767,81802.06582075721,7954.512593606359,333305.4309715264
565,1555.5049205297244,1640.5689161838307,2779.3288580049298,1755.130910330893,132932.73020850704,85836.0886146602,84746.03467035072,39505.02298170033,10481.39346450878,11293.96042299498,6881.608648420697,7809.4236010189115,3542.160819032076,5537.048717113857,2099.845892719509,826.6299577677256,5715.408708001499,20357.391959947003,103303.01972227998,OAS1_0217_MR1_mpr-4,16808.71414124788,84746.03467035072,42434.24283204737,309628.14218119194
567,966.9169506005056,790.9579595901972,1456.0349256116162,1286.24993428588,144163.92163470888,89031.47645140882,92120.19129360729,45239.98268870298,9318.623523914344,13084.7633315034,6146.559685974125,8374.001572174795,3418.337825358155,6644.938660512094,2602.3408670471927,913.408953334213,6757.099654781823,18345.01106275894,110606.17534916397,OAS1_0200_MR1_mpr-4,19170.269020596756,92120.19129360729,17981.43108133413,385600.92329976556
574,838.6349571543939,1138.0739418561468,1625.4769169548763,2707.2988616849207,155196.85907103945,101811.9987984558,106204.79957402893,49588.19346655421,11034.995436225423,14640.954251998079,7347.745624605899,11338.55042071689,4102.6227903982435,6920.710646422987,3070.192843144777,1242.345936528922,7818.68460054577,21166.87191859092,112970.81722835514,OAS1_0296_MR1_mpr-4,18221.531069067492,106204.79957402893,20550.50095008113,437932.43062616466
578,1497.1949235087645,1933.490901218535,3961.992797582987,1779.4839090867056,131211.5562964413,78772.00397556217,72500.5922959667,29481.877493779804,10553.080460846313,11511.765411867389,7716.470605767852,9155.698532238133,3802.840805714014,4675.775761116031,2226.7558862357155,862.6449559277303,7165.955633893495,17672.38809712304,93081.96324447067,OAS1_0185_MR1_mpr-4,20028.79797673477,72500.5922959667,35542.68718413487,339527.1076536628
582,1319.5209325860749,1146.6489414180526,1938.2929009732024,1383.3189293266546,124192.40465504763,74634.05218696887,77581.79403636963,37155.8161017206,8888.15854590667,11893.867392345914,6214.130682521944,8628.507559172162,3463.9568230274945,4768.385756384615,2101.56089263189,843.7799568915373,6459.375669992452,17084.1431271763,97870.92899980386,OAS1_0066_MR1_mpr-4,15741.641195764316,77581.79403636963,19178.844020158664,367633.55521771294
