,csf,3rd_ventricle,inf_lat_vent,4th_ventricle,frontal,temporal,parietal,occipital,insula,thalamus,caudate,putamen,pallidum,hippocampus,amygdala,accumbens_area,ventraldc,cingulate,cerebellum,subject,brain_stem,parietal,lateral_ventricle,total_cerebral_white_matter
317,1653.2599155354512,2168.445889214756,4835.956752932433,1564.0799200916301,129584.02137959158,68469.65650190596,82872.91176604803,44535.11772471431,8925.888543979056,13373.912316730868,6616.812661949043,8135.273584371334,4006.5827953048974,5261.276731202965,1310.6029330416927,532.6789727855926,7150.863634664542,16343.949164992584,116127.78906706639,OAS1_0041_MR1_mpr-4,19317.75901306154,82872.91176604803,39968.415958025726,377189.8777294833
322,1494.4509236489546,2545.4028699561377,9381.049520725019,2524.4798710250875,130244.29634585831,67477.35755260222,73920.95522340076,38688.68302340689,9872.225495630988,9892.805494579561,6367.794674671297,7480.143617841726,2922.702850679996,3858.406802875164,1499.252923403622,456.53297667586844,5701.68870870245,14502.38225907768,79503.62293818397,OAS1_0031_MR1_mpr-4,15885.358188421858,73920.95522340076,82898.63676473373,260166.85870815394
325,1543.15692116058,2249.7368850616235,3377.177827461007,2587.2488678182385,148159.52843057452,108382.50646277054,100523.00486431009,44061.09174893216,12936.24433909119,12793.556346381078,6771.848654028302,9282.60852575434,3089.743842145922,6557.473664980655,2999.8778467371485,904.833953772307,7045.905640026813,21598.7088965285,118275.99795731505,OAS1_0268_MR1_mpr-4,19434.036007120983,100523.00486431009,35161.95720358625,343396.49045597727
334,1154.1949410325299,902.7759538774498,2359.496879454018,1633.708916534306,155423.5820594562,101487.17781505079,103585.30870785793,45435.8356786969,10517.065462686309,15308.089217914356,7255.821629302269,9538.829512664088,4294.702780584935,6413.413672340636,2856.8468540445588,959.3709509860284,7296.981627199417,19816.137987599508,115829.0360823296,OAS1_0282_MR1_mpr-4,18838.245037559762,103585.30870785793,14846.068241518868,432398.8119088756
337,1153.5089410675773,1283.8489344085465,1987.341898467304,3303.08983124614,177655.1259236534,116402.87505301235,101434.69881773193,47230.41158701257,13181.146326579223,15582.832203877819,7639.2956097107,11845.847394799242,4094.0477908363373,7161.153634138828,3239.634834488037,1385.376929221512,8727.634554107792,22997.462825066585,149040.00938559102,OAS1_0092_MR1_mpr-4,21080.092923024433,101434.69881773193,15018.940232686888,427138.9071776025
344,1330.4969320253144,2551.919869623186,2906.5818515036126,1356.221930711032,120470.16884521552,81082.79485750454,83985.60370920092,37447.3660868254,9339.20352286292,11740.889400161514,6579.768663841611,8872.380546712764,3227.972835083845,5165.579736092095,1764.048909875275,863.673955875159,6289.590678666716,16583.020152778518,113622.1741950775,OAS1_0254_MR1_mpr-4,18737.746042694227,83985.60370920092,41547.930877328785,324003.9574467358
345,1063.642945658804,931.2449524229772,2161.585889565231,2288.152883098962,171177.22825460718,117091.61901782462,116587.06604360207,59688.17095054941,12421.058365411887,16293.528167568576,8079.364587227708,13133.812328997503,4591.397765426878,7625.9186103941265,3132.2758399729755,1288.99393414569,8418.93456987918,21392.565907060285,121483.04779346785,OAS1_0403_MR1_mpr-4,20801.919937236205,116587.06604360207,9609.830509036667,472345.2758680228
348,873.2779553844936,781.6969600633389,1919.4279019370092,1866.262904653193,182599.4706710483,108771.81144288108,108906.95343597671,52832.973300779384,10834.340446476825,16766.868143385782,6891.212647930031,10150.398481419214,4243.938783178452,6364.364674846534,3228.6588350487973,1029.3429474111804,7594.362612006313,21882.02688205387,134457.3651306139,OAS1_0333_MR1_mpr-4,18151.216072659863,108906.95343597671,14298.98326946927,474709.91774721397
352,1319.863932568551,1560.992920249344,2176.334888811709,2019.2408968375937,129690.69437414166,84416.75468717355,82209.2067999565,32396.348344880367,10347.966471325526,10975.99943923951,6677.1806588648615,8653.889557875402,3086.31384232116,6309.484677650337,2856.846854044559,826.6299577677256,6662.088659635907,15629.823201477064,99503.60891639073,OAS1_0083_MR1_mpr-4,17764.998092391623,82209.2067999565,30392.199447271727,273366.87003376934
354,1331.5259319727431,1731.806911522509,3381.979827215674,1902.9639027781502,118999.72792033991,82863.3077665387,77877.11702128165,36597.06913026681,10192.930479246266,11199.635427814017,7400.224621924764,8805.15255014742,3943.8137985117464,4935.083747868065,2274.089883817436,942.2209518622167,7014.692641621476,17135.250124565257,102436.601766545,OAS1_0388_MR1_mpr-4,18491.815055258765,77877.11702128165,46255.26263683263,339739.0816428332
358,1010.8209483574636,861.2729559978253,1786.6869087187065,1724.2609119080319,170595.84328431,109904.74038500007,115325.85510803697,47359.7225804061,12256.76137380577,15408.931212762367,8707.397555141695,10585.322459199078,4231.590783809307,6235.7396814179465,2741.5988599325437,995.7289491285094,7540.85461474002,20491.161953112736,131775.7912676147,OAS1_0246_MR1_mpr-4,18647.880047285453,115325.85510803697,13033.656334114443,453902.16681027564
362,1369.255930045129,1127.0979424169072,2046.6808954356925,2048.0528953655976,149964.73733834695,103968.78268826636,100095.62688614472,42087.469849763904,11789.252397690663,12890.282341439375,6961.870644320135,9125.8575337627,3978.456796741846,6222.362682101374,2887.0308525024675,1027.9709474812753,6910.7636469311765,21647.41489404012,109298.65941596458,OAS1_0139_MR1_mpr-4,18225.990068839685,100095.62688614472,22546.417848110337,443843.6923241601
364,1061.9279457464227,843.4369569090611,2202.4028874799033,1585.3459190051567,171419.38624223543,119804.06287924669,109460.21240771087,47117.56459277788,13254.548322829138,15911.769187072528,7728.132605172044,10447.779466226108,4148.241788067582,6586.285663508659,3130.5608400605943,1249.548936160923,8100.630586141235,21918.727880178827,137201.0219904413,OAS1_0261_MR1_mpr-4,19883.708984147324,109460.21240771087,8963.961542033918,412656.41891750845
369,1874.4949042326227,2928.1908503996156,2290.8968829587716,2031.9318961892143,148024.0434374964,98377.53997392126,80584.07288298411,36955.161111972004,13505.624310001742,11655.825404507408,6429.53467151702,9718.218503499158,4054.9457928340466,7135.085635470634,2868.1658534662747,853.0409564183957,7069.915638800149,20130.32597154774,130625.71232637188,OAS1_0288_MR1_mpr-4,18908.903033949868,80584.07288298411,34215.62025193432,373909.08289709815
372,1156.2529409273873,990.926949373842,1445.0589261723767,1463.5809252260935,155405.0600604025,97175.32503534204,102228.74377716442,46926.17060255614,10382.9524695381,14718.472248037708,7481.172617789155,9605.028509282001,4292.9877806725535,6176.057684467082,2809.1698564803623,987.8399495315559,8048.494588804848,18563.502051596297,134047.4801515548,OAS1_0310_MR1_mpr-4,21161.726918853776,102228.74377716442,17729.66909419657,425642.3982540587
379,1170.658940191389,1179.2339397532949,1794.2329083331838,3006.0518464217207,186644.812464373,124385.17064519928,124140.95465767621,57950.87603930729,12863.52834280623,17513.236105254065,7608.768611270314,12918.065340019952,4840.7587526871,7692.803606976991,3660.4958129863767,1328.7819321129332,8934.806543523438,26108.81566610851,141853.47375274895,OAS1_0005_MR1_mpr-4,22080.966871890087,124140.95465767621,10748.933450840243,506645.6171156288
384,1029.6859473936565,629.7479678263669,1578.1429193731558,1642.626916078688,152968.38818489137,102135.79078191335,100161.82588276263,45986.69365055374,11119.716431897054,14305.50026913632,6308.112677720432,8939.608543278106,3736.984809078577,6855.540649752503,3219.3978355219388,1167.2289403666266,7186.192632859593,19547.56900132062,121192.52680831047,OAS1_0167_MR1_mpr-4,19168.2110207019,100161.82588276263,9508.302514223702,428339.40711626934
394,1121.6099426972876,1230.6839371247302,1625.4769169548763,1704.3669129244101,172924.47016534116,115359.46910631964,119242.91490791556,49927.07744924072,11956.293389156588,17173.666122602597,7620.430610674506,8993.459540526874,3998.350795725468,7485.974617543822,3080.1398426365877,1014.250948182226,8305.401575679547,21112.334921377198,143582.87966439413,OAS1_0012_MR1_mpr-4,23609.374793804185,119242.91490791556,17448.06610858358,463817.26730371616
397,1014.5939481647023,866.7609557174451,1661.1489151324047,2464.11187410927,177727.1559199734,122183.7967576668,111454.4143058277,42310.76283835593,12642.293354109057,15571.513204456103,7636.894609833365,10910.486442586549,4312.195779691223,7460.249618858104,3457.782823342922,1337.356931674839,8664.865557314643,22788.232835756084,133907.5361587045,OAS1_0079_MR1_mpr-4,21893.345881475583,111454.4143058277,19789.040988983885,408502.68912972126
401,1624.1049170249712,1258.8099356877813,1845.6829057046189,2573.185868536713,180395.00978367354,134324.6241373956,118055.79196856532,50616.85041400043,13137.242328822264,16113.110176786078,8947.154542892582,10666.27045506347,4052.5447929567126,7917.468595498925,3672.500812373045,1146.3059414355764,8450.14756828452,23458.454801514643,154533.84010491287,OAS1_0147_MR1_mpr-4,21420.00590565838,118055.79196856532,16721.935145681393,497313.9595923803
403,1219.021937720538,921.6409529136426,2176.6778887941855,2882.2288527478004,175371.43204032662,122445.84874427863,111010.57232850345,52616.197311854405,11622.211406224736,17039.21012947191,9392.71152012921,11577.964408485303,4848.3047523015775,7646.4986093427,3502.3728210648324,1035.5169470957526,8678.928556596165,20867.43293388917,158854.610884166,OAS1_0302_MR1_mpr-4,22680.87384124102,111010.57232850345,17288.91411671461,433371.9028591607
407,1055.067946096898,1214.562937948347,2191.7698880231396,2169.4748891621844,124818.37962306675,79747.83892570705,78165.2370065617,38369.00703973904,9838.26849736584,11773.13139851428,7927.758594973213,10158.97348098112,4036.42379378033,5313.069728556876,2323.8248812764905,689.4299647772318,6354.7606753372,16003.350182393682,101491.636814823,OAS1_0085_MR1_mpr-4,18008.52807994975,78165.2370065617,15015.510232862125,384024.49538030475
424,1001.5599488306053,795.7599593448645,1857.0019051263348,2819.116855972173,171927.02621630023,114082.13717157814,111851.26528555271,47539.45457122366,11554.983409659395,15036.0902318107,8416.190570019371,9700.039504427918,4229.189783931974,7299.38262707675,3141.8798394823098,1133.6149420839556,7850.926598898535,21604.539896230595,128523.46543377504,OAS1_0152_MR1_mpr-4,19428.891007383838,111851.26528555271,14802.507243744385,408920.4631083773
428,1138.416941838623,1242.6889365113984,2101.217892649414,2121.4548916155118,187512.25942005543,125854.23957014499,116046.84107120201,59081.746981531425,13123.865329505694,16261.972169180764,8176.776582250959,12144.600379536041,4899.411749690536,7596.763611883646,3401.530826216819,1240.9739365990172,8648.401558155783,23445.76380216302,146044.93353860854,OAS1_0131_MR1_mpr-4,22253.152863093153,116046.84107120201,14233.127272833834,473388.338814733
434,960.3999509334571,1080.1069448176631,1505.083923105718,1811.3829074569956,141335.8867791923,96110.31008975336,92541.7382720706,43073.93779936555,11947.718389594684,13366.023317133913,5762.399705600743,8779.427551461704,3572.0018175075083,6795.172652836685,2697.35186219311,752.1989615703827,7355.977624185329,17166.80612295307,109047.92642877444,OAS1_0078_MR1_mpr-4,19218.28901814343,92541.7382720706,23123.68681861784,416360.4757282693
435,1446.0879261198054,1706.0819128367914,3328.8148299318577,2491.894872689845,135772.0840634453,89135.40544609912,90591.44037171072,44120.77374588302,9851.302496699936,13151.30532810379,6585.9426635261825,8242.28957890392,3420.7388252354885,5198.507734409814,2662.022863998058,814.9679583635336,6534.835666137224,17428.51510958244,112065.29727461787,OAS1_0428_MR1_mpr-4,16658.480148923292,90591.44037171072,65019.419678177524,424393.1923178802
436,1088.3389443970927,1149.3929412778625,2124.5418914577976,1462.894925261141,164436.24959900178,113021.58122576162,112518.74325145145,47908.179552385605,13792.029295369397,13736.120298225771,7138.515635295396,9549.46251212085,4183.227786280158,7101.814637170439,2839.353854938271,1279.0469346538794,7897.91759649778,23209.436814236895,147117.8374837942,OAS1_0390_MR1_mpr-4,23771.95678549792,112518.74325145145,24336.534756653804,396570.405739338
440,1630.6219166920198,2971.7518481740976,6958.440644495373,1490.3349238592398,123384.98269629857,76651.92108387656,84070.66770485503,38471.22103451696,9144.03653283394,11319.685421680697,5937.329696663623,8173.689582408673,3413.878825585964,3837.483803944114,1604.553918023826,642.7819671604639,6158.564685360794,15843.512190559759,106847.92454117187,OAS1_0137_MR1_mpr-4,16920.189135552657,84070.66770485503,68377.38950661986,343164.6224678233
451,984.7529496892698,739.507962218762,1171.0019401738653,1272.872934969307,171081.18825951387,126999.85951161562,114526.66514886734,61029.300882031486,10983.20243887151,16484.579157807842,7287.034627707606,10143.881481752165,4114.284789802436,8488.563566321856,3434.458824534538,1059.1839458866127,8727.291554125317,18623.870048512115,145235.11057998217,OAS1_0417_MR1_mpr-4,24167.092765310543,114526.66514886734,13657.230302256237,488317.07005202863
455,1259.1529356702576,1246.1189363361607,2501.4988721991795,1754.1019103834642,184443.43857684053,120257.85185606274,119738.54988259372,58251.001023973986,11543.66441023768,16744.573144524824,8886.443545994289,11791.653397567996,4735.11475808442,7722.301605469947,3322.2978302648094,1154.1949410325296,8852.829547711617,22402.01485548784,161135.56076763297,OAS1_0327_MR1_mpr-4,25721.225685910365,119738.54988259372,22063.816872766274,510543.81191647117
457,1153.5089410675773,1399.0969285205613,1873.8089042676702,975.1489501799352,113153.63621901497,80813.19687127823,72133.92531469959,36315.46614465383,9037.706538266308,11021.275436926373,6429.53467151702,7482.887617701536,3476.990822361591,6213.787682539468,2205.489887322189,728.8749627619987,6501.907667819505,15315.292217546357,97627.39901224573,OAS1_0197_MR1_mpr-4,16658.137148940816,72133.92531469959,23881.37377990784,302552.73854267213
458,1034.8309471308,1014.5939481647023,1438.5419265053283,1948.239900465013,124049.71666233751,80882.82586772091,77150.64305839699,32604.892334225922,8817.84354949904,11512.451411832342,5528.816717534428,7682.170607520229,2905.209851573708,5902.686698433523,2359.496879454018,707.9519638309484,5906.459698240762,15889.817188194049,98400.1779727647,OAS1_0355_MR1_mpr-4,15688.476198480499,77150.64305839699,12804.875345802793,327046.71029128256
460,1226.5679373350154,1854.9439052314772,2682.602862946632,2946.369849470856,163751.27863399673,110071.09537650106,99408.9409212273,45549.36867289654,11499.760412480722,13931.9732882197,6858.970649577265,9754.919501624116,4416.124774381522,6396.949673181777,2841.7548548156046,950.7959514241226,7548.743614336973,22467.527852140804,128418.8504391198,OAS1_0113_MR1_mpr-4,22330.327859150308,99408.9409212273,64915.14768350475,442948.11936991464
461,1102.058943696142,1608.6699178135407,4252.513782740358,2115.966891895892,156081.45602584566,105867.6305912548,94310.24618171806,43699.226767419736,12067.082383496414,14187.851275146972,6677.1806588648615,8490.278566234238,4015.5007948492794,5622.798712732916,2429.468875879171,850.9829565235383,7787.814602122909,20813.581936640396,122173.5067581925,OAS1_0142_MR1_mpr-4,20677.75394357981,94310.24618171806,53015.106291474265,378288.1636733722
462,1426.193927136184,1221.4229375978719,1557.9059204070581,2158.841889705421,216632.95793228774,149638.20135502957,130174.32434943315,75732.68113084024,16488.0091576326,19008.0300288855,7990.527591766364,13876.407291058551,5111.728738843325,8210.733580516106,4178.425786525491,1442.314926312567,10074.595485291966,26493.318646464366,159390.71985677636,OAS1_0144_MR1_mpr-4,25287.330708077927,130174.32434943315,18555.95605198182,534303.7637025823
473,1131.8999421715746,1822.3589068962349,3606.9878157200837,1889.9299034440533,140903.70680127226,89558.66742447478,86335.15358916312,41086.25290091577,9684.947505198963,12499.605361398946,6478.926668993598,8666.923557209499,3693.7668112865713,5073.312740805987,2323.1388813115373,873.2779553844936,6903.2176473167,17143.13912416221,101393.88181981727,OAS1_0084_MR1_mpr-4,18679.77904565574,86335.15358916312,49972.35344692759,368106.55219354766
475,1924.915901656629,3921.175799668315,6481.327668870931,2886.6878525199913,174507.75808445146,106519.33055795963,102545.67576097246,52154.51933544139,13585.200305936229,13560.847307180415,6412.384672393207,9707.92850402487,3818.961804890397,5707.176708422069,2480.232873285653,948.7379515292652,7637.580609798319,27626.24758858337,133378.28718574368,OAS1_0115_MR1_mpr-4,21844.296883981482,102545.67576097246,130249.78434557794,460573.8594694209
478,948.3949515467889,1047.1789464999445,2648.9888646639606,1637.8249163240207,138941.7469015082,95518.63511998183,94325.33818094702,40894.858910694034,11206.152427481064,11641.762405225882,5838.545701710467,8478.616566830045,3514.7208204339768,6673.064659075146,2618.4618662235757,722.7009630774265,6998.228642462616,19812.707987774746,131342.92528972973,OAS1_0047_MR1_mpr-4,19783.552989264266,94325.33818094702,23955.461776122705,357146.6737534845
480,844.1229568740135,1228.6259372298728,2206.518887269618,1658.747915255071,112508.45325197717,64770.0586909173,72749.61028324443,31010.285415693903,7612.198611095077,11299.448422714599,6736.51965583325,8592.149561029679,3447.4928238686352,4717.621758978132,1925.2589016391053,761.1169611147648,6007.301693088774,14612.485253452553,91991.22330019623,OAS1_0287_MR1_mpr-4,17061.505128332865,72749.61028324443,19500.57800372137,293313.00501472736
485,1706.4249128192675,2698.037862158062,2621.891866048338,2220.238886568667,161425.39575282537,102984.02973857708,108161.95747403834,50812.36040401189,11730.599400687226,14476.657260391961,7782.326602403289,9016.097539370305,4304.649780076745,6794.829652854209,3008.4528462990547,918.2109530888803,8074.905587455518,22000.018876025693,129132.63340265283,OAS1_0284_MR1_mpr-4,24022.346772705572,108161.95747403834,50321.5274290884,463735.63330788683
486,627.0039679665571,646.5549669677024,1763.705909892799,1365.4829302378903,152325.94921771335,102034.60578708288,94894.37515187508,48998.57649667755,9405.059519498356,14068.487281245243,7338.141625096565,10240.264476827986,3726.351809621814,5165.922736074571,2431.1838757915516,1049.2369463948019,7256.850629249698,17744.075093460575,118222.83296003124,OAS1_0025_MR1_mpr-4,19537.622001828804,94894.37515187508,8756.446552635796,372960.68794555136
489,1083.5369446424254,1275.6169348291169,1875.5239041800514,1795.9479082455648,144054.84764028143,94183.67918818434,100637.2238584747,43455.35377987912,9237.675528049953,14298.640269486796,6963.242644250041,8370.571572350033,3975.3697968995602,6740.292655640487,2542.315870113852,929.8729524930723,7796.389601684815,17914.546084751262,128438.74443810341,OAS1_0407_MR1_mpr-4,20356.705959982053,100637.2238584747,19595.245998884813,424923.12729080603
491,1260.1819356176863,1252.292936020733,1532.5239217038165,2114.937891948463,135765.91006376076,97668.90201012537,94403.5421769516,39145.55900006524,11759.41139921523,12598.046356369625,6814.380651855355,9398.542519831306,3484.879821958544,6146.21668599165,2613.3168664864324,933.6459523003109,6094.423688637738,19344.513011694682,111903.4012828891,OAS1_0369_MR1_mpr-4,17662.09809764875,94403.5421769516,23055.429822105067,371578.3980161721
495,1118.179942872525,1322.9509324108371,1855.6299051964297,1431.3389268733274,131993.25325650466,88587.63447408457,85776.74961769182,44587.2537220507,9779.272500379928,12255.389373875867,6132.496686692601,7953.826593641406,3611.7898154747513,6970.788643864518,2428.0968759492653,789.2429596778161,6960.498644390231,17200.763121218217,108838.01043949898,OAS1_0203_MR1_mpr-4,18455.114057133807,85776.74961769182,27683.528585656903,377885.82469392754
498,1008.7629484626062,876.7079552092559,1861.1179049160496,2014.0958971004502,181548.17572475865,129673.88737500034,125721.4985769267,57546.4790599678,12246.471374331484,17063.220128245248,7142.288635102635,12197.079376854907,4688.809760450129,8110.920585615522,3496.5418213627363,1110.633943258048,8437.11356895042,24666.843739778415,133425.9641833079,OAS1_0054_MR1_mpr-4,20092.595973475352,125721.4985769267,9611.888508931524,448433.0320896921
502,1195.0119389472018,1635.7669164291633,1838.8229060550943,1294.824933847786,135347.7930851222,97641.80501150971,85759.25661858552,45866.98665666954,11177.683428935536,12778.121347169646,6664.832659495716,8644.285558366068,3957.533797810796,7211.231631580358,2654.133864401104,975.8349501448877,7231.12563056398,18224.961068892255,116880.33102861926,OAS1_0259_MR1_mpr-4,18606.720049388303,85759.25661858552,20104.257972879546,367263.1152366386
510,1119.8949427849063,1707.7969127491726,2683.9748628765365,1485.5329241045724,146624.60350899337,103968.43968828389,99305.011926537,40801.5629154605,11556.3554095893,12166.55237841452,7196.139632351404,8525.60756442929,3780.202806870582,6220.647682188993,3225.228835224035,911.3509534393556,6695.702657918578,20174.91596926965,126609.18253157518,OAS1_0062_MR1_mpr-4,19037.18502739598,99305.011926537,31431.832394157194,394727.4668334932
512,1355.5359307460794,1130.870942224146,1831.6199064230932,1858.0309050737633,193114.13513385726,123257.3867028174,117993.36597175465,52039.95734129433,13098.48333080245,17439.1481090392,9149.524532553562,11323.458421487936,5077.085740613225,6545.125665611511,3332.9308297215725,1359.6519305357942,9234.588528207667,23252.654812028904,151368.2932666397,OAS1_0350_MR1_mpr-4,24178.754764714737,117993.36597175465,26134.19766481175,495888.4516652091
515,1095.1989440466175,1859.4029050036684,1357.936930623413,1637.4819163415445,127632.69447928426,87251.30654235714,86233.62559435016,40758.68791765097,10092.774484363206,12233.780374979862,5412.5397234749835,8413.446570159562,3619.3358150892286,4717.964758960608,2277.5198836421982,937.7619520900257,6878.178648595935,15996.833182726634,116129.50406697878,OAS1_0411_MR1_mpr-4,18510.33705431248,86233.62559435016,33395.50729383364,380111.89458019834
516,1034.8309471308,989.8979494264133,1704.023912941934,1268.7569351795921,175388.5820394504,108147.8944747568,116383.32405401119,49752.83345814279,11455.856414723763,16413.235161452783,8463.867567583568,11130.692431336292,4338.949778324369,6567.763664454942,2853.4168542197967,998.129949005843,8497.138565883763,20928.14393078746,143786.621653985,OAS1_0097_MR1_mpr-4,22095.715871136563,116383.32405401119,13516.257309458506,450437.8669872657
518,1737.2949112421288,2948.0848493832373,4468.946771682862,2930.591850276949,155930.87903353857,109343.59241366896,103353.78371968647,45617.96866939179,11934.34139027811,15407.216212849988,7969.604592835313,9287.06752552653,3951.3597981262237,7442.070619786864,3835.08280406678,1130.1849422591933,8311.232575381644,21983.89787684931,126000.01456269738,OAS1_0186_MR1_mpr-4,20724.0589412141,103353.78371968647,69225.62846328359,462496.71737118263
523,1318.14893265617,1316.0909327613126,2280.2638835020084,1498.2239234561932,173998.40311047426,115207.86311406514,104240.78167437,48522.83552098302,12322.960370423683,15560.537205016863,8970.13554171849,10371.290470133908,4415.438774416569,7728.47560515452,3543.1898189795047,1121.2669427148112,8029.286589786178,21378.502907778755,140649.88681423984,OAS1_0275_MR1_mpr-4,20851.997934677736,104240.78167437,36317.18114456621,457273.5136380346
528,1135.3299419963369,1089.3679443445214,2121.111891633035,1847.7409055994763,138538.03592213368,88912.45545748956,81697.10782611949,45967.82865151754,7970.290592800266,13655.858302326333,6878.864648560887,7835.491599687106,3637.171814177993,5762.399705600743,2607.14286680186,817.7119582233436,7298.696627111798,19415.85700804974,121187.72480855582,OAS1_0213_MR1_mpr-4,19293.7490142882,81697.10782611949,10691.309453784237,405611.542277429
530,1218.3359377555857,2010.6658972756877,2678.8298631393927,1634.3949164992584,156740.0159922,109917.4313843517,102658.52275520713,50303.69142999963,11963.839388771066,12944.819338653098,6098.882688409929,8882.327546204575,3768.1978074839144,6433.99367128921,3098.6618416903043,1089.3679443445214,7333.339625341898,19902.916983165996,127962.6604624264,OAS1_0315_MR1_mpr-4,20971.361928579467,102658.52275520713,38307.26704289332,466224.78418071684
545,993.6709492336519,787.5279597654348,1679.327914203645,1495.1369236139071,153971.66313363434,109318.89641493066,111261.99131565854,52143.88633598463,10339.734471746095,15434.31321146561,6716.282656867152,10785.291448982724,3795.980806064489,6913.850646773462,2548.4898697984236,968.6319505128868,7811.138600931293,19446.727006472604,127606.62648061608,OAS1_0406_MR1_mpr-4,20406.09795745863,111261.99131565854,10746.189450980433,395449.4817966056
550,821.4849580305821,1489.6489238942872,2498.7548723393697,1674.1829144665016,121416.162796885,89265.4024394576,89554.55142468507,41561.993876610315,10450.523466085919,10284.854474549897,6127.694686937933,8377.08857201708,3067.105843302491,6034.055691721921,2588.277867765667,784.4409599231487,6232.652681575661,17757.45209277715,84026.42070711561,OAS1_0157_MR1_mpr-4,17155.14412354888,89554.55142468507,23200.86181467499,378866.8046438096
553,1316.776932726265,1099.6579438188085,1510.914922807814,2417.463876492502,151449.2412625041,107765.79249427827,99518.35791563721,52876.191298571386,10853.548445495493,16169.362173912179,6605.493662527328,9965.521490864523,4279.2677813735045,7025.32564107824,2953.5728491028567,1016.9949480420358,8599.35256066168,23107.222819458977,150202.77932618547,OAS1_0239_MR1_mpr-4,22170.146867333908,99518.35791563721,20266.496964590806,432941.0948811705
558,1180.2629397007236,1399.4399285030377,2329.9988809610622,1384.6909292565595,140625.8768154665,103300.61872240265,95966.5930970958,43796.63876244298,11712.077401633509,15491.59420853914,6192.864683608417,8392.52357122851,4213.754784720543,7159.438634226447,2884.97285260761,951.4819513890751,8303.686575767166,20227.051966606035,148156.78443071473,OAS1_0243_MR1_mpr-4,23831.981782431263,95966.5930970958,27862.91757649197,425710.99825055397
559,1381.6039294142734,1858.7169050387158,2634.582865399959,2856.1608540796065,142781.28870534716,95259.67013321228,101074.54883613189,45974.002651202114,11403.034417422423,14911.581238171828,5979.175694525724,8880.269546309715,4089.9317910466225,6756.413654816872,2434.6138756163136,802.6199589943892,7425.949620610481,19013.17502862264,122469.5157430695,OAS1_0383_MR1_mpr-4,21137.37392009796,101074.54883613189,29964.135469141387,423257.86237588385
562,782.7259600107676,901.4039539475448,1908.1089025152937,2039.4778958036916,158650.52589459266,109653.66439782748,93633.16421630999,49904.43945039729,9304.217524650343,15872.324189087762,6445.6556706934025,9736.740502552875,3912.600800106409,9033.93353845907,3400.1588262869145,999.8449489182242,8107.49058579076,21417.947905763525,132647.35422308682,OAS1_0323_MR1_mpr-4,20465.43695442702,93633.16421630999,10007.7104887091,436239.7257126444
564,853.0409564183957,753.2279615178114,1194.3259389822492,1232.055937054635,124427.70264302632,90778.37536216027,82612.91777933104,38418.39903721562,10227.23047749389,13206.87132526494,6059.780690407639,9138.205533131844,3815.1888050831585,6867.888649121647,3014.6268459836265,995.3859491460331,6738.577655728107,15725.863196570408,108591.73645208105,OAS1_0002_MR1_mpr-4,17869.2700870644,82612.91777933104,7898.260596480257,338462.09270807414
565,1514.6879226150525,1637.4819163415445,2712.100861439588,1718.772912188412,132740.65021832037,87672.51052083797,84449.3396855088,39696.416971922066,10508.147463141926,11401.319417510042,6881.951648403173,7801.534601421958,3521.237820101025,5600.50371387196,2134.8318909320847,822.5139579780108,5752.452706108932,20278.84496395995,106787.55654425605,OAS1_0217_MR1_mpr-4,17043.669129244103,84449.3396855088,42435.95783195976,317318.8877882741
567,939.4769520024068,782.0399600458151,1377.1449296420824,1240.2879366340646,145763.67355297803,93218.13423751373,92997.92824876399,45187.84669136659,9536.428512786753,13087.850331345688,6087.5636889882135,8351.363573331362,3432.057824657204,6745.780655360108,2790.304857444169,908.949953562022,6836.67565071631,18504.84905459286,113104.93022150334,OAS1_0200_MR1_mpr-4,19458.73200585927,92997.92824876399,17980.059081404223,392381.3469533557
574,798.1609592221981,1128.126942364336,1585.0029190226805,2684.660862841489,157849.27793552817,106489.83255946668,107021.13953232237,49330.60047971454,11395.831417790421,14723.960247757328,7354.948624237901,11444.880415284522,4071.752791975382,6931.343645879751,3180.6388375021243,1228.968937212349,7853.32759877587,21718.415890412703,113882.16818179449,OAS1_0296_MR1_mpr-4,18347.755062618748,107021.13953232237,20502.480952534454,446499.88418845605
578,1438.5419265053283,1935.8919010958687,3905.054800491932,1769.879909577371,129814.86036779807,79863.77291978402,71467.47634874826,29903.424472243092,10442.977466471442,11549.152409957298,7753.171603892809,9147.809532641179,3801.125805801633,4732.027758242133,2260.712884500863,857.8429561730629,7242.787629968172,17492.656106305494,95500.11312092813,OAS1_0185_MR1_mpr-4,20299.081962926044,71467.47634874826,35470.65718781486,348452.9961976418
582,1297.9119336900721,1138.0739418561468,1864.2049047583355,1394.9809287308465,124319.31464856383,77655.19603261954,77355.07104795284,36571.00113159862,9008.551539755828,11958.008389068971,6210.700682697182,8636.053558786636,3516.435820346358,4872.314751074913,2261.055884483339,859.5579560854442,6456.974670115118,16850.56013910998,99489.20291712673,OAS1_0066_MR1_mpr-4,16215.66717154647,77355.07104795284,19135.28302238418,376488.7857653019
